dataset,page_id,rouge,n_blocks,n_kept,pred_chars,gt_chars,tp,fp,fn,sec
cetd,edfd6521688d356dfdfba14b4e2c12bc76128d3803688b2c2061ab148bad98e0,0.738806,49,9,1414,1670,4,5,6,0.0721
cetd,b37a508c5cd0fe15eefcea8013480dde42e4e40035abab5ef0873f17d14cd679,0.864989,122,28,4660,4658,25,3,20,0.1348
cetd,7f217748301a97fce8eaf8df49cc97f9afc7a1cb4bc274d6f0638cc18f1754fd,0.890368,55,9,3115,3604,9,0,13,0.0946
cetd,0c89b436922f78e4c54d423ffb32733a3ee2ad216c2b1bf7fb8e3b0a658dc460,0.916424,59,27,6837,6699,20,7,2,0.0802
cetd,d9f21709bbacd6a02e58f73de2e38c5b3fa3ffe14c5b0aa9de7dcb4ef03c7a5b,0.903674,49,15,2788,2617,8,7,5,0.0727
cetd,ed9b0014e711b75da84ea969ef98e45724234ace6524a39afd367f2dbd0ee642,0.702303,142,55,18204,28173,54,1,69,0.2040
cetd,babab3bfac39e720ebc31dc6b7ce8d6df77a9a288bba8e946150dd6b120ffbe0,0.930754,55,13,4914,5149,13,0,11,0.0749
cetd,b939012b75eb790a1997073b092908c8c1cac4c0613e3081eee793da6896be97,0.919326,108,23,5437,5067,18,5,16,0.1149
cetd,6eb43384f2dfb863c535cd24dd3dd56cf85ed4bf63d063f329be419bbcdf2d84,0.890708,106,12,3744,3764,11,1,24,0.1609
cetd,53f3c9bb900b774029ffb51b8e137d5613e3c0164cde83c77628de3b869562fd,0.863823,122,29,5796,4952,18,11,29,0.1400
cetd,d5775399d8fe22926a57b7a7391614872a4b8ce6cfaf1ff47b70b5b1b4684506,0.641092,146,21,2866,4412,20,1,46,0.2083
cetd,05cc1786b328e29a4f449d70a86ef58400a9cad62a8c7ee4a3347fc21f8f8d2d,0.855216,146,59,11405,13330,59,0,34,0.1818
cetd,2938baa25ecefef612aae612acdb1979f64f148f6e10e0411b37357fa249389e,0.686489,158,34,4336,5832,30,4,51,0.2187
cetd,3d2aceda5f065aee8a3141158183ac267b94d9a5c8f470aedfe4d17ba9b13bcf,0.902021,125,19,4408,4734,18,1,29,0.1387
cetd,d2067f085588c6249df7ea6843829a113bdcb1da1aaf33b87adcb6a8a216aab3,0.825502,159,91,23501,25581,90,1,48,0.2456
cetd,afc1e9c7f278f72e9d2731f1e949b4fb0e33c84686995ccc51f4dbfabbf741e0,0.927796,44,9,5723,5728,9,0,4,0.0758
cetd,26c233ab55102a34c30ebf741a6e1b0a5dd3714f25323e713b2e0ec01f49959b,0.146402,45,1,153,1983,1,0,15,0.0705
cetd,48cfdf5948ce7683b87c36d5666728f47b5d3b1c0e4ebb0f829a3708225453b5,0.843795,261,156,25200,26129,154,2,80,0.2849
cetd,475d12a446a964d0ea745ad407358df92df1629dbbbe0bede9065308928e069e,0.858644,116,29,5265,4977,25,4,22,0.1393
cetd,952c8fb21418a57049d722b9b4e61e615db538791fbf6138389c5dcbf950f9cc,0.888158,104,30,4445,4684,29,1,27,0.1229
cetd,40c1b0153506ecb47cd4f2897d3058a537deb66803b88158f1f3000f3137db33,0.616234,140,59,17018,29543,59,0,56,0.4869
cetd,eaaed0c1f0ed01c2850513ed4dab3948bb92eee11dcbfadb61c11c019dc250a3,0.862312,123,28,4547,3976,24,4,18,0.1749
cetd,877dafea464dcd6fb4022b0958c9440a88cc343af0fa5d2fdf60c313112eda5b,0.870875,52,14,4457,4364,10,4,6,0.0762
cetd,5e05412c2a354981227553a6bbb538729ef472db17f524651ecc452078d2f810,0.863549,106,22,3923,3356,15,7,18,0.1216
cetd,6aff97dede43ed16a102edfb6d0176cd72119a51215377c576ea3ab495ab5aac,0.831601,54,29,8155,7353,28,1,6,0.0758
cetd,804dd6bf8ba8f4fc0b811b7522a68f3fa076019062af64178562e68a0e07d6c4,0.829659,99,21,3142,3429,17,4,16,0.1392
cetd,4a67ccfbfb78b6153c4b5d0e1720abcf361f130b28507d6352451ee1f7b84b10,0.920406,51,12,3325,3308,8,4,3,0.0744
cetd,7a97aeebb04064e7a60dacae6954f2b7fcf253c876a3f0e04371e5393593d66d,0.463683,356,154,48075,110407,154,0,140,0.8970
cetd,be516be7ac70695979ebd42932b751342d739205119bc65c3d585dad96a9dc90,0.910419,123,32,7449,7300,26,6,22,0.1454
cetd,8b50a21481ef5a87737153f5759a17d39f597f0ba848b225baf6c9439f1bbf25,0.805512,133,32,5986,6567,27,5,33,0.1546
cetd,e6594f58e56881eb4eec612251561048b05268f4cee2cd83e99e640829e36e6d,0.933847,88,17,4313,4234,16,1,9,0.1284
cetd,c40b73f2ef512b7b1529853163ac4ee877250bc4b08c233232a0137307fdedb8,0.837468,130,41,6516,5294,20,21,13,0.1408
cetd,fcd699f6edaff990e6179e7e9e7cba4b00eb52ad42cc79671282b2944c378a3e,0.661383,49,15,1909,2710,12,3,18,0.0663
cetd,dd7486a6e7ba38b2ef713fe89f37d6af233339802f2f71d4d387153044f7fddd,0.614874,206,112,24989,41449,110,2,70,0.5868
cetd,678f7815d342e62a819bb2f7fc9d57736a7c1900f2284370365c4ba213cfdfda,0.884855,54,12,2189,2128,8,4,4,0.0757
cetd,9fbe8dd209bc65fad6faffc82dcb1bf17bdaa354c4e8f158aeb9810ea47e24d5,0.861800,62,18,4983,5688,16,2,10,0.0884
cetd,25c80ae37df0a474ad769634852365c54e90a174d83690fa18978a0f24f5381d,0.570763,83,22,3440,6893,21,1,50,0.0986
cetd,6784b2a866e70f85d5c237cf854b0a2100b51fcfe242d5585ead2f6efd93b1e1,0.564972,123,6,860,1550,6,0,22,0.2080
cetd,5dfa7e0397f095a705cc45124a71666b0c99a234931975d291368e6fda5b727b,0.819772,146,38,5153,5359,34,4,41,0.1673
cetd,8824a6f729f9a162850c3700f3ddb0c83d9a89ab6387fde7cd8b784b73a5e194,0.276657,52,2,425,2351,2,0,32,0.0733
cetd,426b9b01a6d30e2ab641c00ac18daba13c9af5268a9e458eac70ea8b48f4df3d,0.899949,109,30,5720,5005,22,8,15,0.1207
cetd,1ce5738bd9eb544e5717200b6ec5e89cae5162d0bcb639b17558bd448f1812c8,0.563448,145,64,21817,38156,64,0,51,0.3206
cetd,0106b8018122b89693143deecc79ff181ee746977cae69faf46cf7a51238c775,0.900485,59,4,2189,2502,4,0,15,0.0701
cetd,ac262163545f324ea5bd607ee2457826caf9c620986e3126a2182792ee1efcba,0.882208,133,26,5744,6062,24,2,32,0.1539
cetd,3315012217a55bc90a557b74e7884ed7c23f53bccdafdfe56cd2d97efe759762,0.874131,121,18,3782,4156,17,1,29,0.1351
cetd,bab66366fe53c6ed4f063505281982ea647743091fd3da1a06f00b558d2d2326,0.748259,78,6,1479,1088,5,1,23,0.1307
cetd,a6c28c287c6a42754aa02733b164e2cf4dbe5a82211ed89cfaea6bad460512e5,0.735306,156,42,7351,6950,37,5,45,0.2214
cetd,3466077170a0b327b3b1adabd3e58b440bb7325df1d3ff7a63a4c1a7b9f2d899,0.825442,93,14,1877,2001,14,0,11,0.1335
cetd,984d7f301bfd4c53fcdf52b4146b915c30283d913cce63af9275ad2f6018f919,0.158427,131,13,1318,10490,13,0,91,0.1921
cetd,65315284715ab21d5d1af7de50267afb65cfc60df9a69fadee29970492d4fe61,0.850935,50,16,2390,2086,10,6,2,0.0731
cetd,7c0964514efd28ae5cffc39561f45c18f2122056f631c7428108224ea79747af,0.777914,50,15,5816,5548,13,2,5,0.0760
cetd,d56fc1d6ad7cd15a599b96b925ee16f61b63cf91e3450fdb92418851ac6467a7,0.823976,236,139,55736,53387,137,2,47,0.4360
cetd,004898ee62c13fb02dc731dcd1c085c16eb65fcac79096783d5e20229daebd37,0.773865,95,23,3319,2709,18,5,3,0.1343
cetd,6cce9b712c00feb28d92a0a840e30fde98519f06ab1475fb417388abd51bfe22,0.937086,94,27,9395,9281,27,0,15,0.3964
cetd,7522ba0017f351640a4cfbf3366a88728e86a893cebc2238d310638721913bc1,0.751630,538,298,96998,113600,298,0,181,1.0531
cetd,2c2fb5fed0fa80c517cedb4f5051ec7789c8d0362400de7fb2bc0f3b782dd4cb,0.772942,635,306,102047,123271,306,0,266,1.2940
cetd,df6b353e04e10a71ba9111703c5061c9008500446f52ff9ae2c825e621975174,0.864712,107,13,3677,3668,9,4,15,0.1695
cetd,02c3c117c6d0dfec49ab8070db3ee599a1f58d26f18dd03fc7eec5572fcf9eb1,0.793220,106,26,2498,2617,24,2,29,0.1185
cetd,c244b2db2d43800defeba80abbbea8eb2fb3a0a3b06ea114554468bc8422a4ef,0.897459,129,33,5959,5570,29,4,29,0.1903
cetd,2d9080a3a51677dd3c8b907e2be400fe74802f7933e6230eff9cd70fe575043b,0.696897,33,8,1654,2736,7,1,10,0.0539
cetd,14ddbd134e024d911f540ea18717a885f29d8569dd386d2ff3e3c53aaa806bd6,0.857982,123,15,3807,3862,12,3,44,0.2067
cetd,a4134cbe522671ca7ffdbdeed739fcaf53679f215bf943b502abb6a012efd183,0.849815,55,26,6490,5223,16,10,3,0.0794
cetd,f961ceadf73862f926659921070122192f4e29aa6922115e43c3a40669f794ea,0.900227,62,15,6965,7891,15,0,22,0.0830
cetd,6e664b9797b6aba219370ef110d44ddd47f5f1afb1c8c1751c4b08a6462d6acd,0.673052,176,50,7859,6530,40,10,30,0.3243
cetd,de9d7bf98fa6164f1fadccb3d7e9a2197228f03b53f2444fd3d0b4ebfdac9006,0.910732,118,26,5681,5670,23,3,23,0.1416
cetd,a367653022b4a93b2e7413825a277d82bf738844439547d726008bd6d209f003,0.350379,36,4,682,2325,3,1,15,0.0633
cetd,9fd0d0297a078a3c3ee84685baf6b89394ff54c38070b4cdedc528e8a5bea544,0.929906,222,110,33909,33526,105,5,50,0.2515
cetd,4b2eaf17d435e04416ecefeedd08995a6e94537c830404021eed10fe1202a92b,0.784591,246,112,34104,38870,112,0,116,0.4243
cetd,184682fc4563bce4846488f40a77f69c00f6f7845fa92f20db68895473dc8a9f,0.891500,124,24,5044,5075,21,3,34,0.1402
cetd,7f0b06c6cd2e9af3d38c9be5441d3a217c9519a43992106af11485c020d5efd8,0.776204,430,224,69574,81495,224,0,163,1.0636
cetd,108985cf60f5c36ba3338c985a17b44c43a07a570f24dcdb6a1caafe6f2483fa,0.921193,103,32,8246,7514,21,11,17,0.1154
cetd,bd8c0f46b75d640ba5d713637f8f386812476818ece5eb32974b0d628722c680,0.885463,67,24,5946,6048,22,2,15,0.0949
cetd,9b30b9af39b4da155b67edfac9a1bc6ed7defdc416bfbf8fd70362d043a8c9fa,0.918667,62,26,5938,5654,19,7,5,0.0855
cetd,ab28c201c8975e3c3436b0dae3e13a74cc0fa125af852774d17d0bfe353c24c5,0.926104,58,22,8912,8652,21,1,17,0.0802
cetd,fd9bdb7eb074d20d8b609639c1a40d25748231dd7641fe73e0b7cdf310c7f661,0.881885,55,20,5344,5154,14,6,6,0.0776
cetd,0b41938e4f74707cc97236787dfaa87ab10f64f6ce5395a5cfcc59a2f0487970,0.908352,115,19,4026,3913,17,2,20,0.1686
cetd,3c60eb71fec8a43eb5a0b162a6e4251f41cc511d93bebc09bd3e1c5d56346030,0.847799,113,33,5774,5221,31,2,20,0.1365
cetd,2fe81a841f451a051cc70bf80ac2df2366024bac6da2964f9c5e9453f34bc75a,0.713901,268,99,22598,19531,91,8,87,0.3742
cetd,798e26e5ac44dc1bf0517b4708b91bbce60787a1e109efd148d7a1b3b439a1ae,0.778495,46,6,3040,3173,6,0,11,0.0690
cetd,1224d529f2aabb02a873748bb244fa22ca7696fe854d42ee197c319f18f5f391,0.925359,85,25,11556,12198,22,3,29,0.0939
cetd,8b53c551b09797cc94dd900b7cfda23783a50feb29d2904d7f9704d74b4ea282,0.767401,105,20,3505,2737,12,8,15,0.1260
cetd,49a957d70f59dd1ace14b2bf7e6e1a8d5ae5c2e0bfe7c1eec1fa6e7682042e3b,0.859689,178,38,5948,6167,37,1,22,0.1548
cetd,0490dd2af925282cfab9ee1db8c93aeea1a585a0c5c2744c59ac7ca2b5864199,0.827586,108,28,4804,4564,21,7,22,0.1671
cetd,51c77f87e00e81c88ebf5c79fa2ea54f19a9d5929c1b21f7cbc58aa37102aa12,0.741237,54,17,2919,3709,12,5,14,0.0774
cetd,2dc5b684f3bc778f4c94e21a7ad82168eabbf9f9f030782cd2fbc11b85dca729,0.688344,239,140,41169,52161,140,0,81,0.4819
cetd,b8f90c9cf1e58b300519652658c83e3399e0d83350dada3bcd991839bdc5777a,0.720437,57,18,1927,2186,14,4,8,0.0866
cetd,1aa948ee5e8a0d9a47b87c5233032f241676386a88fec84dbc8ffc1519ea5fb3,0.513590,145,58,15832,34889,58,0,71,0.2849
cetd,bd55557b2e12ca77ec4e76d58350f0e65ad66383a9c86270e9dff8247540408c,0.928788,101,23,5986,5629,19,4,20,0.1166
cetd,546e6805964cce20961e33d73a5ee048e2ec1500f8831c00bd7e19631010c434,0.821770,69,21,7224,8705,19,2,13,0.1056
cetd,98bc57b53aeea6a6339d2c9b63d26bee33037c0d3b9a7c5f379f67846da7e194,0.880141,127,23,4890,5190,22,1,35,0.1464
cetd,30586d4da0210fd1a12568b559d922318f7da560fc7b41ca8d8a745309f24c81,0.663276,164,53,6983,6349,48,5,43,0.2449
cetd,33f70be1d801c8e0fc572ca753acb904cdc517b599343ef22994a19df1eb92ec,0.955382,73,23,11971,12010,21,2,15,0.0895
cetd,a735de7765e71458386ced02fa88576f473c27a38ec190610bd3de5d15e291a1,0.770907,105,38,4962,5134,36,2,33,0.1407
cetd,107ebc9dd5a265caa4f232d04866bad25bea181dcab77b908df50a2e96c78ab9,0.852184,118,28,3893,4250,27,1,48,0.1309
cetd,7c93949554cfb6b4733adf208233fd5f88cf1649acd030454d87640a531f8190,0.940397,60,20,8749,8757,20,0,17,0.0840
cetd,b7478e14314579c2188796a07193e83797c56eed81fcef8c4351ab542cc677d9,0.887994,111,21,3927,3882,19,2,21,0.1299
cetd,0a8eeabc2d8126c768e21a834d89ef04619cd0126633d6c874a859c71e412712,0.786498,157,41,5834,6029,36,5,54,0.2158
cetd,41b5412f3c020c054ac431586e685fdab6c04b03b700a64bbc06e4fd5c60a27b,0.798387,128,14,2322,2981,14,0,25,0.1339
cetd,95e06c7c9b6a05ab056abe594542543dd8fed01441e6e2ebc3bdee19ebb7d585,0.561975,87,16,2426,3574,13,3,27,0.1193
cetd,c3b418f2cd41475ab8ce8078baad0f66cdecf369d85e4ea2164f2a32f9775db5,0.385840,85,19,2809,6013,19,0,44,0.1061
cetd,011604e6498be280d40fc4aab31cce28db3623fd7989cd27734bdafc95c7ffed,0.869167,81,40,9657,8666,31,9,16,0.1048
cetd,458af1632cca757df917abb0534e59f3c1b3ee440511008ffcb2f79a2ef52292,0.655284,111,27,4058,5521,24,3,51,0.1429
cetd,730eeeb4128dd29daae92732894c4da0d368362f26b3bab5a2d844cb9b99325a,0.661355,88,22,2421,2577,20,2,26,0.1203
cetd,87f6530848c9576397b4fab57920656de94a95150e0eb22c1881eb6fc6c3bd8d,0.809179,83,17,2012,2455,17,0,20,0.1153
cetd,73b829a67f1680d32d16c9680f7b3af1c2a0f1bcfcb10811d3f85cfc2c34b191,0.082969,38,4,209,2218,4,0,16,0.0626
cetd,b6c5829ab98e3b6e62943f3a73ddc4dddddeb5314290d4a3a7a228e2f9266dbb,0.826332,30,11,2298,2300,11,0,6,0.0471
cetd,36ec49e19d2d9fd2ac728fb959538f771d235bbb6dba8daff491cf696a37eead,0.913350,81,24,10361,9572,20,4,9,0.1115
cetd,ea759b4f30a862bf73143bb9776e0ea46c0e08c07dc6fb00e3ae2d204ea74c03,0.905333,53,16,3474,3339,9,7,4,0.0755
cetd,5a8978e2ba08d6b739d75ce29940296009d29e99dafe3f4dc57be1e6ee36b10c,0.794173,147,23,4066,3762,20,3,15,0.1338
cetd,2b741a5126459c3910454e18d2aa6bc751f1677de1eabe89d291225647d40d1c,0.418483,130,21,7875,19908,19,2,91,0.3551
cetd,ac929c0c0a783b795044c852f6a44500d6939456320c364be85c4e5e9e811030,0.915116,63,20,6120,6178,16,4,11,0.0873
cetd,0142c003e975a80f42718a8942336b5322493aec272f670b994bd7d3ad658ac7,0.906004,91,27,8422,7972,22,5,18,0.1176
cetd,640020951bb517f1a4f881a0cc550d1e3f87b36e5f6054cc95f560e3c59193b0,0.779661,167,47,8301,7800,44,3,50,0.2422
cetd,004d345c9aa92494303c3e778d45a813883b0652379becef19c936d039ead8ce,0.542274,82,12,1503,2290,11,1,31,0.1165
cetd,d108d12e01a42f3e76045d74ea5be91689b8abb288676b148ab715c32bd519fa,0.875852,131,19,4730,5494,18,1,49,0.1518
cetd,e0623d11ff4c6785a40ff43d1291833db3b38626fbdd11d304af6c2c919ba834,0.722494,154,31,5155,6378,29,2,47,0.2146
cetd,f5864ee9fa564345cee8ebaeb05ee2051c57bb1ac3318dd92edfd0c60f8f52af,0.851759,118,34,3970,4187,34,0,35,0.1293
cetd,dfc3e11e4c932f3071d620682cdc271e99e7c510cf80d4630ee11ea2afe3fbb8,0.856756,120,31,6089,5528,28,3,24,0.1374
cetd,468f05f2fd77eabea26ee23b4a9295991c4202e83a0fbccafbba8cfa42bb0eac,0.901013,135,32,7632,7883,31,1,36,0.1604
cetd,3ee73a507773aaa82a4e1b2b82c0fe15a5498d240e1e3962826c67e30e39b43c,0.630092,185,38,3647,6051,35,3,75,0.2340
cetd,9e565f3c60d2c0dd4d919be661e9fa07ad7617abb142091b43e6d4e57abc8da4,0.843889,145,27,5406,6446,27,0,47,0.1611
cetd,a1c05978ba9c0172f7be37bc431f0666dc99024b85a24708776deb06283f95bb,0.821099,300,113,21831,30545,110,3,145,0.3567
cetd,0be11b6885c0a147b51a7961c401f763fddfaa0b1eeec2e218b6d5bc49e96786,0.843247,285,65,13734,13306,50,15,72,0.2621
cetd,04f82fa4413318dbbb5fd48145af13e0c353714422718f642225946875d3ab95,0.631667,84,28,5167,8226,28,0,24,0.1275
cetd,bd97c0326836da67681bd32e2c99f5ce43e43d6d7d467b7589d866e5b672594a,0.840977,95,12,2088,2382,9,3,21,0.1317
cetd,6b5d48455bfd34909d602bf5ff3db7904c438395c956605f035b6b378e84b192,0.768311,108,23,2505,3148,23,0,32,0.1407
cetd,1c661f819efc701b11a748598b7a7150ab6443664fb9e3312dfb1ffaa68c8c59,0.914443,52,17,3865,3689,9,8,6,0.0760
cetd,d4a4b3780279c81287cab79c15d66b1935fe74b9572a8efa6a31a3940856b3ce,0.883588,77,45,11794,10623,35,10,10,0.1046
cetd,bb07f081f69d5eb8ba428eaa49e49f045927d9722cb620c82ff958dee9eb461c,0.754426,159,37,5319,6879,36,1,52,0.2307
cetd,2fe50a7555d1f6b4eb9a0bcac42aaf724de23d27a180ef66c436b46baf1b5bfc,0.798477,168,52,9528,9953,46,6,63,0.2379
cetd,364d13d0aa43b251a180e3bb8e2f683dd3a9940219d26737cf5d1d4bdb40757a,0.896306,89,35,9859,10753,33,2,15,0.1104
cetd,c1b34b227e841eb66ea0cde1213083fdd8a6897e31e5e14d33aed7d633ead0fe,0.801429,123,26,4877,3921,21,5,25,0.1766
cetd,ede347de5781c5c0b71aabea494379c1df2a77efcad05d41816ab880a89cb88b,0.868474,66,28,7492,6342,19,9,6,0.0924
cetd,436ebd2add0d1af7e14cb4de1a73b2c6fd97db243e83dc90c8ef71f8e0a79275,0.685433,115,12,1578,2595,12,0,36,0.1444
cetd,f9ff7ea6717ee8fd924575e712b0490647f66acc35357e9123ddc8b95a3eb878,0.718155,93,24,3396,4186,23,1,24,0.1226
cetd,cb06e64346cf3722c6cb1dd35f49675a8c669ab26d50f0f3eea5bd182c632109,0.485752,348,153,37637,85576,151,2,145,0.9723
cetd,a636e154169c40b4b1c284e884fcc9d9a2411f747cc01713b6eb814837f39e5e,0.761837,147,51,7435,7899,49,2,38,0.1960
cetd,90f2a170f4b84ac86c47fc2e485a13488acce42f317fdbd691ccf1fa3f54af14,0.231993,50,3,383,2575,3,0,13,0.0940
cetd,30f5c8e71cdcc7fb7b7f5850846465c1637b036d18610a63fc104a51d927cbb1,0.553617,118,31,7953,14949,31,0,67,0.1996
cetd,9a6f020062bd91a84f737985745134a7bc9113b78d128ba272d8d8ff920eda32,0.417733,130,30,2997,7787,30,0,71,0.1495
cetd,654f2941e6b336a4265ddbeeb108347cfcdc8719623de7c4003432aa1ca4b3e0,0.647924,241,36,3823,2214,13,23,45,0.2908
cetd,7c6a965893f23793423ca534aa6642f391a17816674729d6f27982d0297893ce,0.748879,122,7,2063,2635,7,0,36,0.2071
cetd,54eefb28f0ac496d350fe072296724ac73ccf9b6d814f69c5ff6702a592fdddf,0.924347,84,29,12704,13280,27,2,22,0.1000
cetd,60e531b8be71a11e0fa5605428c42235c72d0acff5b80abf52749c01071a7a98,0.668508,86,13,1967,1229,10,3,5,0.1311
cetd,d490a95b023b81cd7a57263129a0ad34e5643bf5037fab06e037a3d8119d3920,0.831039,137,42,8848,8696,41,1,35,0.1579
cetd,c0828bcaf687284f592a7074e30b9dbf396dd37809e90a1ac4961a3de9d2ecdb,0.778704,83,27,4691,5491,27,0,24,0.1068
cetd,984e34c5dee5bc701a26b5c9597ad6e04b195e663787b7d0c7dad5bd3c3d3134,0.882519,115,17,3842,4166,15,2,20,0.1338
cetd,8ead024f916a943ba0371c75f079a832505407ca4a0031c359bc7ce1127fd525,0.851837,114,14,3035,3534,13,1,23,0.1316
cetd,0793379985a690d53b7a038585655cfb7c5d12a0695b48be80b3b9fc5e8f23e1,0.658758,106,12,1436,2456,12,0,29,0.1290
cetd,f747c2a745a3851454bb45cecd8e2fdc22847ac2d640bd8d7548d48a10ec252f,0.708316,133,28,2964,3036,23,5,39,0.2020
cetd,f9524ec5e4b6378be592134250e8068f3f36f93d83cca31e151d936c6010a386,0.774879,171,47,6756,7254,41,6,52,0.5081
cetd,997730e31a3f05e8a8e30a8222c3e278d5eb219bd57811bcb902933798b21018,0.827540,151,100,32019,34250,97,3,14,0.2582
cetd,dbd8cded69fbe0626974f13790879c1b9d805e265513fc19b710673e72128f14,0.789706,57,14,3005,3713,12,2,19,0.0773
cetd,ed9d206588bb0af3951cbf5e7d10459b7836ad8771cd842c9e770a5a2ea1042b,0.632741,96,14,1604,3002,14,0,38,0.1213
cetd,1a807bc2ebebdd03cff42f2d60f92a1af1fa581a4aaa3cecd47acbc1235e6327,0.840644,248,22,4944,4732,17,5,53,0.2974
cetd,053c92611f9deb146f8e66463ebfca06c20131f26b55f958599f74117f571c3e,0.635278,237,122,21239,30123,122,0,90,0.4034
cetd,899254f36671e37c75574c71a8e381cad3f1b96dcdd6daaeb750c4a1dca4dc2c,0.464082,138,49,17082,44471,48,1,74,0.3033
cetd,640e917343e986aefe53eed2bdf71bea16b5cad4c74b9ce22e96b625f2c1be3f,0.638298,68,16,2438,3413,15,1,18,0.0918
cetd,4dbe0e910e71f74f954303da0b768146bd0417b2df349f997d7f2fe70449aab2,0.440244,74,12,2458,6941,11,1,41,0.1171
cetd,e3bc53bfd946e6c08949d4858f3e28b0df50ba13ea14c87bbad34c13ece00032,0.821319,54,20,3396,3434,16,4,12,0.0805
cetd,8dcfc28273bb8a6e6ac6222c3e2f4b745ca0d1f5649bada22058741be5e01563,0.704839,291,137,36054,47627,135,2,97,0.5120
cetd,1f25d3fd3813f970a0bc513c7ce5ee5e810e9da79540949b28acd22a44837a0c,0.760045,213,64,12454,16563,61,3,76,0.2883
cetd,49537ebfd28d85668883bd26f6531bd8a7e1f3d560574c92afd675bcfd9fbdef,0.856853,111,18,2589,2461,16,2,12,0.1430
cetd,2fc3183122ff7b0c78ff18475a675da32e0040b590468d6e521a719fbafc16f8,0.873586,133,31,6727,7320,29,2,35,0.1581
cetd,ade9eb39b21672a35f8972c8795ae91acc0445d27c9d11bad156c02e2756df53,0.784452,55,23,4920,3834,17,6,5,0.0789
cetd,832bfc7f829afad470bc6b1f97271cfae34e02cf62be3eaffefbd927a96ef162,0.731356,89,31,3233,3355,27,4,14,0.1194
cetd,342c1c1599a0064f81d39f50dbe97a540dd8972fac5e48957f3deb269a076fad,0.756086,94,38,6365,4572,31,7,23,0.1393
cetd,c76dfe1d4fbfdc3dadb77943c86310232d046c57ab3970082b74635f8e6ede2f,0.736486,43,18,2981,3949,17,1,11,0.0647
cetd,1ea773b70be085e037f406bdce80e9fd7828b8c486ebff0ead02773725147c73,0.678077,245,104,26969,39484,103,1,100,0.4312
cetd,22684e6e63cf73f6110917dae4c00a1bda1980fbcf24c940ef4eedf07c1306f2,0.889301,174,46,14602,14149,39,7,59,0.1975
cetd,0e6c781d32060d70ec116c44a5be2d21403b02258b9994fd50f4ffbcd2b844b9,0.855984,79,12,2082,2048,7,5,9,0.0988
cetd,676fd63f783d40fc79d5e40d1db3426c944b6e1d15bf421827f31e81725f8f4a,0.708672,62,18,3429,4985,13,5,9,0.0849
cetd,9b1059623e868c32d43fa5223d1fcb1a96fbfe74a49ef058d587be1f30b205c8,0.167096,71,6,973,8861,6,0,47,0.1196
cetd,d957ccd5eccc6dc839fce2d3fadcd91d7cea2edd4a2ed76aa1860e1a42517a6d,0.881430,129,38,7224,7370,35,3,21,0.1516
cetd,bbf110556c290b7a79f4e732b7b2f2f9f61afea828b86657532aa499adf4fa31,0.728414,224,114,36223,48557,114,0,95,0.4183
cetd,83382815514f303d3131d2a704d763397431a24bebe273438f0e482f9618c69c,0.691829,170,42,5659,7844,41,1,53,0.2497
