dataset,page_id,rouge,n_blocks,n_kept,pred_chars,gt_chars,tp,fp,fn,sec
cetd,1cde3c5c63c8f44122ca3176e7d15727243f18ac02ce503216050fe19034664b,0.647668,94,32,4064,2439,10,22,7,0.1379
cetd,30eabaa09b0452ef6344c302e57303ed9911568f455c5aed4263a35ba7ef6547,0.754446,52,26,4455,3196,10,16,5,0.0767
cetd,7e327132d5e31bacc598c0bdf08a0dc2ffa616ffaca0373114336a85f04ad484,0.631305,126,33,4059,4263,28,5,24,0.1801
cetd,c206df2f876b03ce65835e6274298a6f7e11be28f9735588868d6e72b87ee8f2,0.781569,130,39,5989,5165,27,12,30,0.1505
cetd,3c8ee136522d196fa4dce49566aa92d80e6adf69cf1156e315a41fa569ac9553,0.764942,218,116,42246,51275,113,3,83,0.7810
cetd,81dae6db13b96e12b2434c34bafcfd6e61b120ca26f65d7ce2077354fdedea67,0.858245,67,34,8477,7081,24,10,6,0.1060
cetd,2a83e875c1de7e4daa5f9afa633e50cf9cc5be1c3f587c8cb78ca6632efe1e07,0.774691,103,50,8260,8065,50,0,17,0.1396
cetd,620e24d9c9c9ec291f8ab9b065fe6c81c5b3df954de11e04ab581a8106fead8a,0.834781,236,147,22983,23543,143,4,72,0.2927
cetd,51afbc97fd17db741f69824aef6d09823f9f91302c4c4f5b884482aac86f94c8,0.683357,141,66,20801,23251,65,1,58,0.2944
cetd,0343388bb76e96796fda15366c3749e4a2e665154aba9c5d1a89057f218c37ef,0.828102,118,83,26552,26067,80,3,13,0.2045
cetd,32673c008c68f93da233a59ba0d26d6e3df4463070000b4a9b9f550b9e6600ec,0.896712,138,88,17235,15886,72,16,24,0.1620
cetd,302107346e0958edf8cf988006dc2396b65e46ac84dceeb2848b1b84cfe68d05,0.698681,61,30,9052,7916,25,5,11,0.0864
cetd,6017eabc3f8be3ec98cabdc995d22da243af7ff9f4c074d9fea2c1fd5ffe29f7,0.818661,64,26,5133,4082,18,8,8,0.0863
cetd,14283b99ee6362ae9197cafdfba8dc063d48f744b131ba217bf110e076199bf6,0.865631,81,46,9872,8666,36,10,11,0.1071
cetd,1d5adac391a065d510c93a6d3bde6a84286b13d0f7190788fc727b6555a0ce5d,0.660266,211,18,1901,1812,5,13,24,0.2044
cetd,507a7f9101d2c88e103cadd1aa230e6b8974164311d1683a6522c7c43e6e1488,0.795064,115,50,6010,4967,45,5,18,0.1337
cetd,e8e8cc6004b88a3ccb151fe95df7d80089ee3c4252755bde159a81bcc94c83dd,0.842481,112,46,6926,6101,32,14,11,0.1432
cetd,bf5aba67345dfd38686c57c032a4567989edbd29b829a60446a752f1682e798d,0.846024,54,21,3154,2901,15,6,10,0.0775
cetd,4a160691b22321f2edd54e81ca79a40f75cd1de4e5a9b5f6dabc3a517f9f2893,0.686686,52,25,7291,7048,23,2,4,0.1023
cetd,caaddd201e419188d652ce2f6c9517b813ed5c0c274e074f99f9d7e10666672c,0.789022,53,15,5275,5379,12,3,17,0.0775
cetd,8568066a78e5f6000a1f9ceb4902a101adfb322d3bcc299ae2540615c1221657,0.775260,81,15,3075,2637,13,2,15,0.1113
cetd,801cd31c0b8e065bd6d641d1b1ab8093fcda6071e21b94000f3b9c9659af0916,0.711310,149,22,4039,5829,14,8,45,0.1515
cetd,20b0ec0a41a9914817954653c4bdf3b215d4c7fa0260dc1e7e068d59503a1f43,0.766374,158,57,9698,8929,46,11,32,0.2378
cetd,da77a8ebf7f4c3a8628b525978e9d1ec3bd96a7ef4bc781022eb88a3bb4c943a,0.667800,105,63,14349,16642,59,4,20,0.2029
cetd,30f7e56b848f2662880c07fe3b1ce8f859c128d638deba02ad453d313ed0946a,0.780829,118,42,5664,4783,30,12,18,0.1365
cetd,8b54dab2f4c102edccd93d27a04fe63d795a7caa54e7eeab61c811d543c0ef1c,0.790083,127,42,6721,5029,30,12,20,0.1472
cetd,be7e83dd130a28d33e684d8ccdcf9a87beaf5ef2f485c7ed22abc9ed72e05ddc,0.849798,132,38,6361,6289,32,6,33,0.1553
cetd,56360c8fe874b8750f937f46d7a3c281e538166ca91142081233e822ef859bd5,0.744575,391,217,65439,79831,217,0,135,1.0949
cetd,a880a52d5c91596aa9a65e029e00c067c3eb7b225eb96c0b1d98124b0233825b,0.678981,61,39,7938,6082,22,17,2,0.0865
cetd,4b016ad6b893df2391d481aa7deeccfccb5c0fe7019515384961f70d22296edd,0.836849,131,58,8041,6942,41,17,25,0.1582
cetd,df8632907bf99179a32083682c9f0222c81caa89701e729c8e7447e9e8a24d31,0.740316,52,12,1909,2148,12,0,9,0.0741
cetd,55fd5244b9d237d3f81ec265bfa6661357413d5366d0f538467ddbb02612df55,0.839813,68,35,5939,5250,29,6,12,0.0922
cetd,87c0b71ff622d24a9cf16873aca4e1e24b9a3706d84757def253dc8b0cf8ade0,0.737338,56,9,1009,1034,5,4,5,0.0771
cetd,2b3e0258bea9c82d79b4633982344aab2c4d4c987ba88f124de5ce18408682d5,0.851805,138,47,9155,8044,35,12,20,0.1542
cetd,99b97540c1aed01861595918279ef54f7e75241406a5c3ab5172e1df77dfa63a,0.826188,144,67,8158,7031,49,18,27,0.1687
cetd,21999c1f05c082f2864b39277c307e8d17e1e49f8abb7c12e4b42700164fc251,0.883871,57,24,4237,3931,23,1,3,0.0974
cetd,996833605b712ef1e13a2d97b03953920e156af3f65529f2c8bce4647d55d286,0.844670,126,47,7121,6384,39,8,24,0.1447
cetd,a0a905280a569d285d5713148890246a2c20118dcaae7a70f4f4902efce6096c,0.665724,124,54,6230,5662,45,9,33,0.1561
cleaneval,76aa524f335c9041c3a94db56a8079eb482b768552ba948af7a17db6d37af759,0.293478,93,30,2580,6633,30,0,53,0.1092
cleaneval,b5727ce0d4d891e54b895c23a8abd9e03605ec8b5306ff9132baf9155f93df3d,0.555224,58,19,1395,1030,12,7,11,0.0804
cleaneval,82e648262c88009b3bb28c7e0791a5809e4a0fff47b8b15fd21eaf7ca2df75df,0.302395,163,21,920,2738,18,3,56,0.1758
cleaneval,869f4f9d68d0413fa2fa5e2bcdd099197faa73634cd0730d460796bf4fc7cde6,0.459463,668,152,9500,11640,102,50,246,0.5585
cleaneval,82bb539dee2840628912144d2a7e636129e1456f8e87cfad91a14741bef4ed56,0.117497,39,8,436,1687,4,4,15,0.0644
cleaneval,0ecaa01dcb5f00edd4135674774ab414646464d18cc14823d17f52ac537e43b6,0.395513,197,124,38963,33862,123,1,65,0.2325
cleaneval,7b1a3c798025a91a4a70ddfe8e2006ad268589f41fdd4132cec34107a2e3eb76,0.569816,82,27,3324,3402,24,3,11,0.0866
cleaneval,b83539ae502866a88d51a97dd855df7018ce407f261f06141deb61871e76cede,0.280858,86,22,2881,11075,21,1,55,0.1028
cleaneval,4bfd3df17846bba60dbe697ba199a0208c82acf8ff05dde007a65d455f5864b3,0.129870,96,30,1387,1103,7,23,22,0.1158
cleaneval,1910c7078231c53cb318bba9cf80d7c9e9b22f271eebce88e09a8b5f34f53656,0.674483,104,27,6755,6252,21,6,21,0.1187
cleaneval,7d4324d15b3c597b49c744603fdfe25de5113f86aaa4aa425f51d551bc9766a4,0.712038,145,84,13374,15644,84,0,56,0.1356
cleaneval,760ab632875b52106d238c5bac07cb4e33c5861d9fa2f9f131958a81b067bca7,0.518519,47,5,243,185,1,4,3,0.0704
cleaneval,6c022c28b00a080bf833687a258ca20f361e7ec72b07f333e913dc96469fb502,0.395048,22,12,2561,2009,12,0,4,0.0307
cleaneval,3cd1fb0cf00d4c4c26de3af587b5ad113ae2fb8d61a25d8abd83e16f2efef5b4,0.351526,51,13,1657,1881,9,4,21,0.0645
cleaneval,4a81d8c64f9878e6093038f19022745dcf642384690c889be9841f2ef77b731a,0.008032,9,3,292,573,2,1,2,0.0193
cleaneval,ced46cbcff9821a55109408cc24dc7798476992fd982b5fc90989675f7c9f9e5,0.656374,50,30,13137,16391,29,1,14,0.0621
cleaneval,fdc23f42505feeb84d36e0bc2bd68783edd67a68868547f42af1f3742c076a5d,0.652540,68,31,5652,4918,23,8,9,0.1079
cleaneval,4872f74596da6239ffffb52a8dc62772e7c0785194819f8ae04acdd1eb86d865,0.633499,369,276,65157,67662,276,0,87,0.2972
cleaneval,51d5a41746568346bf5e9d387ef02aa17fad2de53d0ed2363349b7cdc0280cec,0.671736,36,13,2252,2173,11,2,10,0.0638
cleaneval,840aec77694cd34fdaea65dd652641ed0662d6582c9217113b8aa84c0dadbd19,0.564419,75,59,24431,23433,55,4,9,0.1014
cleaneval,29161062cf53d109a0e88367816698f74f258c4b8ad719d0df310eaa8f615f76,0.629080,81,52,11313,11873,49,3,15,0.0917
cleaneval,82f014a4620813eaac99555a12ce78b1133a7af25de5a2660f338c75e04605be,0.583781,61,27,3907,4884,19,8,12,0.0730
cleaneval,018f16fd1ec85d5085f981a5fbf2e8d95e5f5d63e42238bf57fe8aa524166554,0.620708,25,16,5120,5200,16,0,0,0.0452
cleaneval,49f62b4d7c1daa4dbc12791e621e509de2f284314db0c60d0a99a984daad1a11,0.720846,297,152,27588,26974,142,10,79,0.3383
cleaneval,d5e6b99d777625276ac66318b11f43d94fbd52e83432a8477df514ddd919f3aa,0.687642,302,168,35941,47370,167,1,106,0.3044
cleaneval,d8afa9d8efd2f4ce2d5ce222db242749ae95581ce6acfb964ce3570abdee9923,0.698937,135,77,11343,11709,70,7,22,0.1408
cleaneval,b0f1674fec2f580f0cd318b721df2185ba5c4459f6949b42a9eb88c3299fa888,0.683581,85,33,9949,10503,33,0,11,0.1056
cleaneval,f61d6386a49544a5ef0172b97d18669b873320d4576cc3f5f27df597455e41c6,0.473637,148,98,19977,16491,73,25,31,0.1383
cleaneval,0b9fdb4cd12e9fd0c3b18cf3024b7b3822421c9a527913d41e5d5ba7052be53d,0.710901,123,70,20773,20500,64,6,19,0.1713
cleaneval,1ccf7864146f4ec0dd94df9fc6b40aa88caa9c0b77ffd4854dd6adb0b2c7761a,0.695906,190,80,12773,14635,79,1,59,0.1804
cleaneval,14d9d02a1d78a1c18e3627369de2d370c056dc256cb8b1b67bbbea5badfe12cb,0.783320,43,37,14750,14992,37,0,5,0.0583
cleaneval,fabe05bf6c3db33e9c181ffb2eec01e36e417014f6fe4e18aa67c4601fff3b49,0.430488,335,128,5949,2605,66,62,54,0.3135
cleaneval,c86e68c5b9a452c976e9f2f69a54dd90df65b74084cd4e6efbf156d75ac09cca,0.742787,102,37,6404,5759,30,7,11,0.1199
cleaneval,aa62a56beab5ea935ef53ed63ee218898475d2286bdb9431afa532482691b6cf,0.690359,75,28,3131,2929,26,2,16,0.0892
cleaneval,0934ed2d5a291920703f83b797a5369575803278b3c14389e533d00b4469f938,0.671892,70,52,13826,17460,50,2,4,0.0810
cleaneval,3e725dc38e4e18687d78add622ff4e4c35b20014b2faebb530e1f0468a1fd025,0.350437,254,60,2854,7391,59,1,189,0.2175
cleaneval,3853c5110b1783c792cc70330e3a560b64e7506cb3de3c1a27b64f16aed6e72a,0.725406,132,62,24396,23845,58,4,9,0.2007
cleaneval,5379f74420fb575eb422b642cd84aa4b030f0b2af2a2f945103e3c0e4e3fc2a2,0.530757,51,38,6608,8583,34,4,11,0.0748
cleaneval,7bb3c98f5d43cc6fde8b711164c5d61d96215d8ab74f27efdc4e542d1a92404d,0.656859,51,47,19244,19345,46,1,4,0.0657
cleaneval,71f5d0564562c478d9744b4a8645f9fedcd6edd6cfd01f0c6b228af029002e52,0.509007,101,74,17299,21488,74,0,25,0.1094
cleaneval,ef9ffc8f8a9614d8b679ea5d86ee4e6f233428b510e4b7f05d48a5633d0ef747,0.409058,273,83,11215,7605,70,13,85,0.2532
cleaneval,af8fffddc55bb1a696d2b236160ab1b9533a58a25d2627e6dc67cbc10856308f,0.705855,126,48,5346,5672,43,5,23,0.1355
cleaneval,fba3c1c3ddd03b4c986a9bff16d0305bb7a482af616af57825c3b722db59a13a,0.581490,97,53,8386,9293,50,3,39,0.0958
cleaneval,bf1bf64111d63decabcfff499bb2565c7842c481007d2310c1c08c989e57fafe,0.224630,137,32,2098,6303,16,16,56,0.1730
cleaneval,113221bbdcf7d0327a8acc25a2d1f776101c7245b416055f82bf815961896aae,0.512065,158,95,17022,18858,95,0,55,0.1504
cleaneval,16ace45ff4cb868e364ded41948002b38a2497539c69637b3cb4a926845bffc7,0.494118,189,32,4808,7338,32,0,151,0.1450
cleaneval,d0988b8b472ae4fa04f9ad9d32b3cce88d6140f25020a7b8025466373831b4f7,0.387227,428,149,21263,38927,148,1,261,0.7945
cleaneval,0d0d2f849e8d9f0360d19e050da1a9afdb1e8ff6d1fd04fee23a6c2fcf34577e,0.500000,90,20,2266,2271,15,5,20,0.1255
cleaneval,1686d07d406c9e94f7f937a8b871d91c4fe09783a33a26d1cde77ac8e8d7f78c,0.704506,82,44,13340,12073,40,4,13,0.1093
cleaneval,0580f43c65cf07518144321147eb7b0c682efdb7b0cbfbce7b43b5ed940cdf0f,0.667955,13,9,9552,9022,8,1,0,0.0261
cleaneval,3ee20d6b2ca52172570ea47cbb49b3be5477f2bf56204cca601cee63d1a730c5,0.565060,163,67,5999,4447,30,37,22,0.1780
cleaneval,427a901a063dd794539ec775b5969baa451be0eaf4ccdde088eb8275665f3309,0.477795,48,38,10505,7309,33,5,2,0.0673
cleaneval,20e9742bc9e02bf2a465d731b0c0597dd4f1d30421ec036901a2dcfc9b912764,0.618231,49,36,7862,7071,34,2,8,0.0590
cleaneval,a3b35e2b1d43f02b9370ee2ac887e29cfa01d8da385d5ec21a02bb54da5db5c8,0.631012,38,19,6561,7475,18,1,15,0.0761
cleaneval,5208046831b3518a75efa3012f8c533cda22dd4717b280a9001729e58b30514a,0.116541,58,9,610,3776,5,4,14,0.0962
cleaneval,260179a1ceda3ede32cc1f22705952822db2067dfeba3eeae2b5e91c2a897463,0.713763,50,31,10738,10271,29,2,7,0.0685
cleaneval,0757a7fb70c89d6e5602d947b3daeb2c8c75e7190eabd364e7e4ef9a0356b6d7,0.421324,71,28,2444,3940,28,0,24,0.0847
cleaneval,59e849f1748ad8c102ab67523b9df8a1556c42741c292f4ca4efd6e43be94a3c,0.399261,62,39,6494,6273,39,0,12,0.0762
cleaneval,a60914cceb5c549ff67141b5e3fc756dfea4eba7da845f606dbe5266cf2cb909,0.772387,512,318,74977,77371,314,4,124,0.4923
cleaneval,1b1f533ad80f4c62cf0f16a8ae25d727edf618c88914530c755d1f56a25f0610,0.775065,71,48,12572,13034,47,1,16,0.0977
cleaneval,5ecc4429c6b7dfbff8dd1e8723ef2d1b53e48deef99b746298d902e98ff46cb8,0.700935,213,198,85114,83684,198,0,12,0.2251
cleaneval,715047f6a37e9fa530e7f2c0ae389b4e0b64d9286fc6b310f3be5544e54ff6f3,0.479167,58,27,3775,5108,23,4,19,0.0755
cleaneval,53ca4ed8220b38cb9b7bc43d0d1378b824e0994223f70d7d05fca5c1276f4d2c,0.656890,71,51,4612,4799,47,4,13,0.0801
cleaneval,829f7cb98a20e9bd8b3b77535a59d7efd8ebebe4cc55e3f45ea24f05201af03e,0.397085,110,42,30891,21643,40,2,1,0.1146
cleaneval,6f3cc01faab4de51e455a491581b46b4a02075ed816d2772130fae5080249689,0.756569,253,218,39954,42619,217,1,29,0.2631
cleaneval,8642c0c7b64e15d1f6c09f141aae866b4771e40bbb40a123fa40f131576bcbd4,0.751137,107,72,12059,11161,69,3,18,0.1219
cleaneval,7cfdb44d271bf1c02914d63b6166a73b362a88eb9de1d751af706dc350f79d3d,0.531967,79,66,27646,24232,64,2,11,0.1006
cleaneval,8d6c24bb75c08f5e9ce8af42bd06cf0ca34d2e7b56d5336e9c4f6d66b103b345,0.780297,239,137,44201,43633,127,10,41,0.2419
cleaneval,7be8f3e240f05dbfc270a765e87698c701bd0919e29c09c561d6e68b218bd4fe,0.760300,61,43,13720,14417,41,2,7,0.0676
cleaneval,8183ae91205b37bd311c4e9b3fcb24cb4332d409ac889db013c1d2dd8f611ad8,0.611580,105,36,2877,2168,25,11,12,0.1110
cleaneval,34c99599160edc46c7dd3d786eb3035e4530182ee2fbcc273f2ffea103d17f39,0.659901,783,578,62258,66300,578,0,157,0.5925
cleaneval,3141e6e19365ae33ab486b5d8bb310b57a73e47b7dec8ed2f9645c4e71f0ba07,0.367521,42,2,214,477,1,1,3,0.0585
cleaneval,0d1e582ef15e73cf998b62baf9fea1b24109b9e28575dc91d8dec00cb3bf8041,0.315943,523,145,9077,25538,139,6,295,0.3699
cleaneval,029d34b53f69374d5c88d298ebc1f97fecd47d94c7919e58aba3b73a38c9729f,0.542874,127,52,29036,21283,44,8,32,0.2430
cleaneval,8ecf61d1d3235d6bebaec98ded5229d44558a1c742917b427490accc7357a262,0.498745,569,286,33243,53364,286,0,280,0.8572
cleaneval,572f59fe2903336ba2bf5706f1571b682de30d269eb6b61a84f4a830f19073b7,0.503793,65,20,10207,8090,20,0,6,0.0936
cleaneval,21c97d8696bf43dd79585f7d108cc2ec6f7aa43c032d2c72f3fb7a5c2e88ee2f,0.677120,176,47,4483,3939,38,9,10,0.1855
cleaneval,c9ab8129506006965daf266955f7e5ae2197a2cea726fc50899ac021d3277819,0.332409,105,23,4060,7084,20,3,39,0.1358
cleaneval,a5f28758dffe94bd19ea7cde3dcf7885bf205465e65d889212628f5ae04b7f40,0.399397,40,22,5705,14162,22,0,16,0.0517
cleaneval,3e92fc79f22ff5d501e8ad3bbba1a436e9463d871db32976bcf70964b57c83b1,0.667553,12,8,4030,3812,7,1,0,0.0224
cleaneval,b5e32626245a9e448355fcd87d02f3abca29b771cbc7929b8b0abe7a1a1827d9,0.669443,74,57,24246,21156,56,1,5,0.0841
cleaneval,47966f54805d3401a9ffcf80df4db47e999147e0d22ed623c8a2af8dda65b394,0.684546,33,16,4390,4371,15,1,2,0.0532
cleaneval,99e6b1418ff5642ac50edffa0e5f4dec11ddd4a2caf4e980fe927121d5e6b430,0.406139,93,11,1302,1175,7,4,10,0.1530
cleaneval,7f0fe2f1710657738d14b44aa8870565c2d98e8b66719a2d7bbde00d1ca768c7,0.765122,128,76,53708,56318,75,1,27,0.1565
cleaneval,46de8230614a94864e5146cc6b957dc0add575b5dfeacb5afd0b70e4d738e9f2,0.699544,154,32,6126,5728,29,3,16,0.1659
cleaneval,53078bb2fb9334abcdb27ea0561706a232cd4ab14faafb9f8f647df514c03968,0.514015,326,57,2879,3892,47,10,55,0.3475
cleaneval,4b8fbd243da6cc1aa3daee49fff321a37fafd360d1cc5482cb6fed087692ac63,0.442105,175,63,5120,3529,47,16,35,0.1793
cleaneval,a4a1ce2b2a60e4a649d6aca3c5277e973acaf80c1f38603b42940cc8e8fd0a68,0.357224,104,30,2207,2568,23,7,31,0.1214
cleaneval,437ca17958072e2a3ecac63c2895ee4533a4d9078e1405fdc9f65590f86ac25e,0.209008,323,69,2066,8601,69,0,240,0.2585
cleaneval,72508c36c1ad17afa4aaf5313a79a8d01e6bd0c2127591c389e3ceaff49ba3ec,0.630752,141,21,6093,5714,17,4,26,0.1632
cleaneval,02a093523b46ef475b8ce275e613d84054f9293728e2e892675c37d45f4548bd,0.641722,551,452,86629,90694,452,0,86,0.5743
cleaneval,68d5a32d5af2061758fead5d67860b0c7f5fbaf696b459a45f4cf7feb3770759,0.410183,294,175,21741,14878,140,35,58,0.2619
cleaneval,bb01ee1f2fe254fc949f7114a48a92d56d324698b5fddcabd0d5e37d05905881,0.697724,245,176,30218,29113,144,32,40,0.2299
cleaneval,534ffb59e4dc8af3839a3ed56ebcf913e65fe85fdd1f74893f61b744e7c7f14d,0.566110,200,154,24011,25226,154,0,45,0.2285
cleaneval,d55e5aedf8ad4bbf8393c7202f1acd0e204d7e80f2b7c20d451537f82d250e8a,0.158974,70,6,508,458,3,3,8,0.0822
cleaneval,aae492b9e27c485eb0dc85604584cd6ed9aff7ccd09f857960570100746204fa,0.759475,42,24,8036,8254,22,2,12,0.0594
cleaneval,3a2ab0e3370591ef95fb9fd8a6e6e8d4dbcef810d308256e3b544ea4988f8cf9,0.010440,5,1,280,17451,1,0,1,0.0392
cleaneval,25ec1071924989a3520bde8b273d2c05439e4ee1d74127d59a530a2dffcee25d,0.642235,111,39,4968,5886,36,3,12,0.1431
cleaneval,b644a64e53e96b318d683fc389269efdb212683ba6394989331b1a5d1e015ccc,0.356688,344,127,5541,9177,127,0,155,0.3088
cleaneval,56b86b8e32a711585d331fc4946c2ec1d214ac3f457a0a492190e02beceff68e,0.406255,165,78,15801,9811,48,30,8,0.2137
cleaneval,7aafe315b48e79618efe9cdcf774155358ae1eb27eb4da7e229e1f74f46581c9,0.594233,103,29,3333,2841,20,9,16,0.1497
cleaneval,d3f0cdf4b29e303f6afb539262db50eee6bc3def95a62e688f54bf29b57b3893,0.449018,38,21,11273,8623,19,2,2,0.3815
cleaneval,169c42d78aa442ddb0cfd60bbca2fd3d535f1cf2e22928a01417200c022c5037,0.557692,22,14,1064,885,14,0,2,0.0500
cleaneval,91b363823f132e29127dc2d2d17954de55145a37f96c749a7310703c860b0d57,0.548319,55,20,8148,7165,19,1,0,0.0643
cleaneval,81a9c0280d7ff5acf2cfae81ecb64713f0f2a4777a722a2783b33ebb11dc1627,0.602423,218,139,39344,38683,138,1,78,0.2019
cleaneval,7b5b6d8dcd654ee4583a8190a9c3170471dc1b910e88e8d4f32ab656ffb28bc4,0.000000,23,1,16,241,0,1,7,0.0479
cleaneval,037254e3dd401995b197326cda17fb34b62591b1103f518d41e16fd03d939d8b,0.524576,34,29,18706,16120,28,1,1,0.0578
cleaneval,87bc2e9219ae4b6da5ff66ca110146f727d1c0752328c7cd03ed7d98992ecff8,0.580665,130,71,27154,23262,69,2,28,0.1351
cleaneval,4bd3c5255e7798780e910d110904b515c9e72b0c2ece3ff77bfbfc39f26f91c2,0.574886,90,48,28858,25962,48,0,12,0.1181
cleaneval,de3992e1e106ebba4b6b3c6ad884ebe5ed93ec45029e878259f521dc23c9a649,0.595913,192,135,18381,18646,130,5,35,0.1699
cleaneval,f77339924285fea84cb61c81d939b01cc34d2bccb714394687628bbb3740c79c,0.560890,56,39,6046,6271,39,0,16,0.0640
cleaneval,a858987cd1bb86fef3f5b8dfb8caf3d133de1084d8c573513794723924f6dfbf,0.585424,21,15,5415,6785,15,0,2,0.0313
cleaneval,a3392f1455d91fafb4ed32f499127fcbd27dda8cadceced159b7890141daece0,0.641011,57,36,7220,5650,34,2,7,0.0892
cleaneval,6fd7e61b11d5c06bd42d3c7f796c1325ae83cd9dfe2a2fe96b1b720ebcfa9248,0.000000,9,0,0,134,0,0,2,0.0227
cleaneval,a7bdd6809a21742540403a11a84b543ccd4709fcaa205edbad4a3bbab3d28144,0.679666,104,91,33958,33342,91,0,9,0.1220
cleaneval,d21e321ea31258624791913b59ed32e986465c251851534a92c29868a05032f3,0.634306,85,22,3713,4447,15,7,17,0.0978
cleaneval,74560ab0264da3b0a3de5303935b4cb326a48e5f926a1f609161cbd1129a69d5,0.671582,172,151,29876,29848,148,3,8,0.1579
cleaneval,f007acdf2f151435b583c1468fcb1699672022b9669db027a687d08815326a80,0.695729,64,46,7849,7436,38,8,3,0.0829
cleaneval,3c9ae81fe5fca40d7bfb30ff5585197b85b5186d294c08f089cdff83d7132f53,0.679008,70,41,9538,9900,40,1,23,0.0839
cleaneval,7a0a0bd73be8fe749b79b7a32fc7d4a13b82d8e59196d7d72cab587c97c8a8ee,0.586914,998,483,26856,31601,482,1,511,0.7343
cleaneval,ad12b0feebf298e313d7e59fc617c172f24c9797f9d70bb495184bc8fd48702f,0.597415,160,87,7801,9528,87,0,54,0.1531
cleaneval,4332b72b452e16daefcfb6f0f466d79d5c28b674d4788f7dd5d9f98bdfe5223c,0.697979,147,46,9218,10428,42,4,34,0.1501
cleaneval,616001042db004d0cab0686322df63b8a5bd24a48c08dde734438e77cfe23460,0.669517,93,66,14789,15689,66,0,24,0.0944
cleaneval,ae94489385c22eae23151a0937771aac56188e00468968f472690c9d2fbfcc6e,0.729814,65,42,8156,7881,35,7,8,0.0924
cleaneval,9bc425a68b248ad62cbb9b98217daa2f845a58e8c59c0102d2f657ff0edca709,0.598588,75,12,5677,5558,10,2,10,0.0841
cleaneval,4572ecc4874b1cfde49102c2c6290936319145ae3f6efc107905738cd7bc20c2,0.581639,122,66,14094,14358,66,0,56,0.1240
cleaneval,8d75938bb06de3c6b9d3ce6c0dd658cf575cbec252a302f6164fa26dfbb87487,0.075808,119,3,995,9915,3,0,114,0.1040
cleaneval,1d1704415b03fa1e17d9385077e639d217e1ad60d023cd38460fb62996046779,0.422136,109,38,10474,7235,33,5,23,0.1244
cleaneval,6a72a044217029094339f9f5979e94c45bc36d23133ea12390d037f4da5476b0,0.540933,69,68,28217,31387,68,0,0,0.0971
cleaneval,681a94141ebb98ca25a24b8c20a09b4a7ca03f1e04f21ddb644f0eed7c7f014f,0.718846,35,34,16232,14684,29,5,0,0.0516
cleaneval,09b108a19c8ca5a4777696e49d89dc9a5c7528b1a5c31992e4b5577a8313071c,0.731104,108,73,9487,10253,73,0,31,0.1184
cleaneval,ca89d46925c8c7fc73fd25deb23b3c510a4dc63a84859f52b477c44e2d6cde8e,0.572759,70,12,1330,983,6,6,8,0.1437
cleaneval,cc39226e372442544af0129d1f1a4b68e89133cd3291ef5d7cce77c3063233a7,0.765555,101,23,4555,4852,23,0,11,0.0936
cleaneval,0a9e2146ec68aaa94a8a6be47cea5695bc26737802994b2c63cb5d926752914a,0.754506,33,27,10282,10323,26,1,5,0.0535
cleaneval,e8bd2bf83db47ed137e9fccbec8e969621ac6bad3dc4f11016b535ab77b41c51,0.569704,33,22,16940,26017,21,1,11,0.0512
cleaneval,0ef2332ad4eae0c2f4be6a22b6f073257492d5b6f3098e5468c7b08288cc9330,0.792573,101,83,35258,35864,83,0,17,0.1122
cleaneval,2d78bc6ee822f374e6a8c8a711e194fe56c42d4ac78fa937ed617df7f39db45f,0.673984,133,45,7774,7397,35,10,31,0.1485
cleaneval,258716a8fcd9e949709e6d83cc6dced2f4326a6cca06eb4ca2fe6b6af378e3d1,0.754541,73,59,15361,14342,57,2,4,0.0915
cleaneval,eb5f58f910686c13a85193a9dcf9322e56b3e56eec6b33e99d96fdd0d2919a1f,0.639080,185,140,38733,43156,135,5,24,0.1823
cleaneval,519d5362976b65a7587d43030e9bfbb39299bebcd0f7b2ac961b30d246dda376,0.554545,21,15,4598,3241,12,3,1,0.0436
cleaneval,4eb4f5fe0d6c06ea095b6bd85889cce8aa0c18bf6acd8fadc396b00fda63e74b,0.718674,62,27,4004,3394,23,4,10,0.0745
cleaneval,26c1294fd0b2a0fe9b899fa3f2978838b648aa3c0e802f07022303bbbf551768,0.734021,58,46,11245,10935,42,4,6,0.0714
cleaneval,0dc72ac1c714e5932bc0cc631bee0602224e3f8d0c61184782cb8ed3d9b02d19,0.699554,66,43,8774,8384,38,5,16,0.0767
cleaneval,b43ca13cc15ae72a9434e723f277af0459b3c607a09275e34b341f3e6d66d3a4,0.615525,70,56,11665,12008,55,1,13,0.0719
cleaneval,dd0687ce391f21786a40ff57b40228a26971ee663d4e7b171b925057d46b7a59,0.750411,369,266,56765,57281,259,7,64,0.3386
cleaneval,22c80b2017a412785b1d8f416de7428532c62cc06cc9a7ec8990b17d68d7f787,0.355801,405,110,4701,6749,106,4,231,0.3146
cleaneval,070fd6328624cd79a6ec59c5ce21d6a66799dded19d9e1cfcd12d391e3e2af95,0.579761,171,168,76360,77141,168,0,3,0.2022
cleaneval,29062907171aea1edeec9903e2d86ea1343350650de3d612f1f8ab4c1557d080,0.387596,241,127,13671,15598,99,28,56,0.6225
cleaneval,ab94406d6d89e570b3be50fbef55533040dc204d7b689d4c3ca44dacdd5971b2,0.760714,45,36,9259,9458,36,0,7,0.0556
