dataset,page_id,rouge,n_blocks,n_kept,pred_chars,gt_chars,tp,fp,fn,sec
cetd,53f3c9bb900b774029ffb51b8e137d5613e3c0164cde83c77628de3b869562fd,0.815102,122,45,6509,4952,24,21,23,0.1450
cetd,d5775399d8fe22926a57b7a7391614872a4b8ce6cfaf1ff47b70b5b1b4684506,0.598384,146,40,4937,4412,32,8,34,0.2131
cetd,05cc1786b328e29a4f449d70a86ef58400a9cad62a8c7ee4a3347fc21f8f8d2d,0.883872,146,67,12383,13330,67,0,26,0.1845
cetd,2938baa25ecefef612aae612acdb1979f64f148f6e10e0411b37357fa249389e,0.643743,158,46,5597,5832,39,7,42,0.2232
cetd,3d2aceda5f065aee8a3141158183ac267b94d9a5c8f470aedfe4d17ba9b13bcf,0.858392,125,27,4842,4734,22,5,25,0.1401
cetd,d2067f085588c6249df7ea6843829a113bdcb1da1aaf33b87adcb6a8a216aab3,0.834199,159,107,25225,25581,104,3,34,0.2495
cetd,afc1e9c7f278f72e9d2731f1e949b4fb0e33c84686995ccc51f4dbfabbf741e0,0.919981,44,11,5834,5728,9,2,4,0.0761
cetd,26c233ab55102a34c30ebf741a6e1b0a5dd3714f25323e713b2e0ec01f49959b,0.144431,45,3,189,1983,1,2,15,0.0713
cetd,48cfdf5948ce7683b87c36d5666728f47b5d3b1c0e4ebb0f829a3708225453b5,0.825437,261,183,26520,26129,177,6,57,0.2956
cetd,475d12a446a964d0ea745ad407358df92df1629dbbbe0bede9065308928e069e,0.818023,116,43,5793,4977,27,16,20,0.1431
cetd,952c8fb21418a57049d722b9b4e61e615db538791fbf6138389c5dcbf950f9cc,0.812010,104,39,5524,4684,33,6,23,0.1278
cetd,40c1b0153506ecb47cd4f2897d3058a537deb66803b88158f1f3000f3137db33,0.692971,140,85,22260,29543,82,3,33,0.6667
cetd,eaaed0c1f0ed01c2850513ed4dab3948bb92eee11dcbfadb61c11c019dc250a3,0.714431,123,48,6385,3976,29,19,13,0.1787
cetd,877dafea464dcd6fb4022b0958c9440a88cc343af0fa5d2fdf60c313112eda5b,0.844887,52,21,4709,4364,12,9,4,0.0772
cetd,5e05412c2a354981227553a6bbb538729ef472db17f524651ecc452078d2f810,0.812297,106,35,4445,3356,19,16,14,0.1240
cetd,6aff97dede43ed16a102edfb6d0176cd72119a51215377c576ea3ab495ab5aac,0.808353,54,34,8647,7353,31,3,3,0.0797
cetd,804dd6bf8ba8f4fc0b811b7522a68f3fa076019062af64178562e68a0e07d6c4,0.801954,99,27,3510,3429,21,6,12,0.1482
cetd,4a67ccfbfb78b6153c4b5d0e1720abcf361f130b28507d6352451ee1f7b84b10,0.782014,51,21,4440,3308,9,12,2,0.0775
cetd,7a97aeebb04064e7a60dacae6954f2b7fcf253c876a3f0e04371e5393593d66d,0.735125,356,200,105009,110407,198,2,96,0.9301
cetd,be516be7ac70695979ebd42932b751342d739205119bc65c3d585dad96a9dc90,0.843106,123,50,8744,7300,34,16,14,0.1633
cetd,8b50a21481ef5a87737153f5759a17d39f597f0ba848b225baf6c9439f1bbf25,0.778402,133,49,7601,6567,34,15,26,0.1613
cetd,e6594f58e56881eb4eec612251561048b05268f4cee2cd83e99e640829e36e6d,0.849952,88,26,5059,4234,17,9,8,0.1320
cetd,c40b73f2ef512b7b1529853163ac4ee877250bc4b08c233232a0137307fdedb8,0.804004,130,57,7093,5294,24,33,9,0.1453
cetd,fcd699f6edaff990e6179e7e9e7cba4b00eb52ad42cc79671282b2944c378a3e,0.674792,49,22,2422,2710,16,6,14,0.0703
cetd,dd7486a6e7ba38b2ef713fe89f37d6af233339802f2f71d4d387153044f7fddd,0.742352,206,143,37523,41449,140,3,40,0.6473
cetd,678f7815d342e62a819bb2f7fc9d57736a7c1900f2284370365c4ba213cfdfda,0.859468,54,18,2380,2128,11,7,1,0.0783
cetd,9fbe8dd209bc65fad6faffc82dcb1bf17bdaa354c4e8f158aeb9810ea47e24d5,0.857344,62,27,5381,5688,20,7,6,0.0890
cetd,25c80ae37df0a474ad769634852365c54e90a174d83690fa18978a0f24f5381d,0.730500,83,38,5104,6893,37,1,34,0.0995
cetd,6784b2a866e70f85d5c237cf854b0a2100b51fcfe242d5585ead2f6efd93b1e1,0.441306,123,14,1602,1550,8,6,20,0.2112
cetd,5dfa7e0397f095a705cc45124a71666b0c99a234931975d291368e6fda5b727b,0.767775,146,59,6764,5359,42,17,33,0.1675
cetd,8824a6f729f9a162850c3700f3ddb0c83d9a89ab6387fde7cd8b784b73a5e194,0.360942,52,7,715,2351,6,1,28,0.0730
cetd,426b9b01a6d30e2ab641c00ac18daba13c9af5268a9e458eac70ea8b48f4df3d,0.853113,109,44,6306,5005,26,18,11,0.1185
cetd,1ce5738bd9eb544e5717200b6ec5e89cae5162d0bcb639b17558bd448f1812c8,0.630050,145,83,30363,38156,82,1,33,0.3228
cetd,0106b8018122b89693143deecc79ff181ee746977cae69faf46cf7a51238c775,0.899408,59,7,2304,2502,7,0,12,0.0706
cetd,ac262163545f324ea5bd607ee2457826caf9c620986e3126a2182792ee1efcba,0.853417,133,41,6560,6062,34,7,22,0.1556
cetd,3315012217a55bc90a557b74e7884ed7c23f53bccdafdfe56cd2d97efe759762,0.813069,121,34,4614,4156,22,12,24,0.1362
cetd,bab66366fe53c6ed4f063505281982ea647743091fd3da1a06f00b558d2d2326,0.604502,78,9,2210,1088,7,2,21,0.1319
cetd,a6c28c287c6a42754aa02733b164e2cf4dbe5a82211ed89cfaea6bad460512e5,0.680894,156,64,9769,6950,52,12,30,0.2236
cetd,3466077170a0b327b3b1adabd3e58b440bb7325df1d3ff7a63a4c1a7b9f2d899,0.661848,93,27,3395,2001,18,9,7,0.1362
cetd,984d7f301bfd4c53fcdf52b4146b915c30283d913cce63af9275ad2f6018f919,0.381822,131,32,3960,10490,30,2,74,0.1947
cetd,65315284715ab21d5d1af7de50267afb65cfc60df9a69fadee29970492d4fe61,0.827951,50,21,2505,2086,10,11,2,0.0745
cetd,7c0964514efd28ae5cffc39561f45c18f2122056f631c7428108224ea79747af,0.766306,50,21,5986,5548,14,7,4,0.0774
cetd,d56fc1d6ad7cd15a599b96b925ee16f61b63cf91e3450fdb92418851ac6467a7,0.804261,236,160,60021,53387,153,7,31,0.4397
cetd,004898ee62c13fb02dc731dcd1c085c16eb65fcac79096783d5e20229daebd37,0.693522,95,36,4034,2709,19,17,2,0.4569
cetd,6cce9b712c00feb28d92a0a840e30fde98519f06ab1475fb417388abd51bfe22,0.923524,94,37,9898,9281,33,4,9,0.1168
cetd,7522ba0017f351640a4cfbf3366a88728e86a893cebc2238d310638721913bc1,0.779438,538,359,108406,113600,358,1,121,1.0620
cetd,2c2fb5fed0fa80c517cedb4f5051ec7789c8d0362400de7fb2bc0f3b782dd4cb,0.810132,635,393,114538,123271,392,1,180,1.3253
cetd,df6b353e04e10a71ba9111703c5061c9008500446f52ff9ae2c825e621975174,0.788660,107,21,4411,3668,11,10,13,0.1660
cetd,02c3c117c6d0dfec49ab8070db3ee599a1f58d26f18dd03fc7eec5572fcf9eb1,0.699841,106,45,3581,2617,34,11,19,0.1182
cetd,c244b2db2d43800defeba80abbbea8eb2fb3a0a3b06ea114554468bc8422a4ef,0.783677,129,53,7694,5570,39,14,19,0.1902
cetd,2d9080a3a51677dd3c8b907e2be400fe74802f7933e6230eff9cd70fe575043b,0.810390,33,10,2310,2736,8,2,9,0.0547
cetd,14ddbd134e024d911f540ea18717a885f29d8569dd386d2ff3e3c53aaa806bd6,0.819161,123,25,5156,3862,17,8,39,0.2059
cetd,a4134cbe522671ca7ffdbdeed739fcaf53679f215bf943b502abb6a012efd183,0.830811,55,31,6772,5223,16,15,3,0.0794
cetd,f961ceadf73862f926659921070122192f4e29aa6922115e43c3a40669f794ea,0.872460,62,26,8413,7891,24,2,13,0.0838
cetd,6e664b9797b6aba219370ef110d44ddd47f5f1afb1c8c1751c4b08a6462d6acd,0.695175,176,71,9886,6530,49,22,21,0.3153
cetd,de9d7bf98fa6164f1fadccb3d7e9a2197228f03b53f2444fd3d0b4ebfdac9006,0.805609,118,47,7145,5670,32,15,14,0.1398
cetd,a367653022b4a93b2e7413825a277d82bf738844439547d726008bd6d209f003,0.453925,36,6,985,2325,5,1,13,0.0643
cetd,9fd0d0297a078a3c3ee84685baf6b89394ff54c38070b4cdedc528e8a5bea544,0.919817,222,123,34704,33526,110,13,45,0.2494
cetd,4b2eaf17d435e04416ecefeedd08995a6e94537c830404021eed10fe1202a92b,0.794984,246,147,37190,38870,146,1,82,0.4246
cetd,184682fc4563bce4846488f40a77f69c00f6f7845fa92f20db68895473dc8a9f,0.850334,124,34,5607,5075,26,8,29,0.1427
cetd,7f0b06c6cd2e9af3d38c9be5441d3a217c9519a43992106af11485c020d5efd8,0.808590,430,269,77320,81495,268,1,119,0.7811
cetd,108985cf60f5c36ba3338c985a17b44c43a07a570f24dcdb6a1caafe6f2483fa,0.903117,103,40,8647,7514,25,15,13,0.1192
cetd,bd8c0f46b75d640ba5d713637f8f386812476818ece5eb32974b0d628722c680,0.869996,67,29,6476,6048,25,4,12,0.0967
cetd,9b30b9af39b4da155b67edfac9a1bc6ed7defdc416bfbf8fd70362d043a8c9fa,0.851669,62,31,6901,5654,21,10,3,0.0923
cetd,ab28c201c8975e3c3436b0dae3e13a74cc0fa125af852774d17d0bfe353c24c5,0.880283,58,32,9883,8652,29,3,9,0.0854
cetd,fd9bdb7eb074d20d8b609639c1a40d25748231dd7641fe73e0b7cdf310c7f661,0.860428,55,27,5604,5154,15,12,5,0.0827
cetd,0b41938e4f74707cc97236787dfaa87ab10f64f6ce5395a5cfcc59a2f0487970,0.859741,115,27,4436,3913,23,4,14,0.1753
cetd,3c60eb71fec8a43eb5a0b162a6e4251f41cc511d93bebc09bd3e1c5d56346030,0.780620,113,51,6702,5221,37,14,14,0.1410
cetd,2fe81a841f451a051cc70bf80ac2df2366024bac6da2964f9c5e9453f34bc75a,0.687682,268,124,24859,19531,111,13,67,0.3797
cetd,798e26e5ac44dc1bf0517b4708b91bbce60787a1e109efd148d7a1b3b439a1ae,0.743326,46,11,3369,3173,9,2,8,0.0710
cetd,1224d529f2aabb02a873748bb244fa22ca7696fe854d42ee197c319f18f5f391,0.923485,85,28,11677,12198,25,3,26,0.0964
cetd,8b53c551b09797cc94dd900b7cfda23783a50feb29d2904d7f9704d74b4ea282,0.689950,105,37,4349,2737,19,18,8,0.1427
cetd,49a957d70f59dd1ace14b2bf7e6e1a8d5ae5c2e0bfe7c1eec1fa6e7682042e3b,0.856895,178,50,6606,6167,42,8,17,0.1656
cetd,0490dd2af925282cfab9ee1db8c93aeea1a585a0c5c2744c59ac7ca2b5864199,0.728809,108,50,6726,4564,29,21,14,0.1751
cetd,51c77f87e00e81c88ebf5c79fa2ea54f19a9d5929c1b21f7cbc58aa37102aa12,0.730878,54,25,4606,3709,18,7,8,0.0835
cetd,2dc5b684f3bc778f4c94e21a7ad82168eabbf9f9f030782cd2fbc11b85dca729,0.751998,239,168,51958,52161,167,1,54,0.8383
cetd,b8f90c9cf1e58b300519652658c83e3399e0d83350dada3bcd991839bdc5777a,0.679415,57,26,2268,2186,18,8,4,0.0838
cetd,1aa948ee5e8a0d9a47b87c5233032f241676386a88fec84dbc8ffc1519ea5fb3,0.663414,145,83,25480,34889,83,0,46,0.2878
cetd,bd55557b2e12ca77ec4e76d58350f0e65ad66383a9c86270e9dff8247540408c,0.888395,101,36,6591,5629,25,11,14,0.1189
cetd,546e6805964cce20961e33d73a5ee048e2ec1500f8831c00bd7e19631010c434,0.884451,69,32,8780,8705,25,7,7,0.1067
cetd,98bc57b53aeea6a6339d2c9b63d26bee33037c0d3b9a7c5f379f67846da7e194,0.833413,127,35,5517,5190,30,5,27,0.1500
cetd,30586d4da0210fd1a12568b559d922318f7da560fc7b41ca8d8a745309f24c81,0.607810,164,75,9797,6349,57,18,34,0.2501
cetd,33f70be1d801c8e0fc572ca753acb904cdc517b599343ef22994a19df1eb92ec,0.950483,73,27,12142,12010,23,4,13,0.0910
cetd,a735de7765e71458386ced02fa88576f473c27a38ec190610bd3de5d15e291a1,0.748512,105,55,5970,5134,48,7,21,0.1454
cetd,107ebc9dd5a265caa4f232d04866bad25bea181dcab77b908df50a2e96c78ab9,0.824720,118,37,5071,4250,33,4,42,0.1359
cetd,7c93949554cfb6b4733adf208233fd5f88cf1649acd030454d87640a531f8190,0.903616,60,28,9485,8757,25,3,12,0.0874
cetd,b7478e14314579c2188796a07193e83797c56eed81fcef8c4351ab542cc677d9,0.773115,111,37,5129,3882,25,12,15,0.1346
cetd,0a8eeabc2d8126c768e21a834d89ef04619cd0126633d6c874a859c71e412712,0.709449,157,61,7842,6029,46,15,44,0.2248
cetd,41b5412f3c020c054ac431586e685fdab6c04b03b700a64bbc06e4fd5c60a27b,0.712795,128,26,4053,2981,18,8,21,0.1408
cetd,95e06c7c9b6a05ab056abe594542543dd8fed01441e6e2ebc3bdee19ebb7d585,0.536356,87,25,3296,3574,16,9,24,0.1257
cetd,c3b418f2cd41475ab8ce8078baad0f66cdecf369d85e4ea2164f2a32f9775db5,0.566651,85,33,4644,6013,32,1,31,0.1116
cetd,011604e6498be280d40fc4aab31cce28db3623fd7989cd27734bdafc95c7ffed,0.865631,81,46,9872,8666,36,10,11,0.1093
cetd,458af1632cca757df917abb0534e59f3c1b3ee440511008ffcb2f79a2ef52292,0.714501,111,48,5747,5521,41,7,34,0.1488
cetd,730eeeb4128dd29daae92732894c4da0d368362f26b3bab5a2d844cb9b99325a,0.600375,88,33,3416,2577,26,7,20,0.1276
cetd,87f6530848c9576397b4fab57920656de94a95150e0eb22c1881eb6fc6c3bd8d,0.745387,83,23,2635,2455,20,3,17,0.1238
cetd,73b829a67f1680d32d16c9680f7b3af1c2a0f1bcfcb10811d3f85cfc2c34b191,0.572555,38,9,1172,2218,9,0,11,0.0671
cetd,b6c5829ab98e3b6e62943f3a73ddc4dddddeb5314290d4a3a7a228e2f9266dbb,0.831281,30,13,2364,2300,13,0,4,0.0497
cetd,36ec49e19d2d9fd2ac728fb959538f771d235bbb6dba8daff491cf696a37eead,0.902354,81,30,10589,9572,20,10,9,0.1184
cetd,ea759b4f30a862bf73143bb9776e0ea46c0e08c07dc6fb00e3ae2d204ea74c03,0.870083,53,22,3738,3339,10,12,3,0.0816
cetd,5a8978e2ba08d6b739d75ce29940296009d29e99dafe3f4dc57be1e6ee36b10c,0.761701,147,35,4401,3762,26,9,9,0.1458
cetd,2b741a5126459c3910454e18d2aa6bc751f1677de1eabe89d291225647d40d1c,0.500089,130,38,10037,19908,33,5,77,0.6695
cetd,ac929c0c0a783b795044c852f6a44500d6939456320c364be85c4e5e9e811030,0.834437,63,30,7265,6178,20,10,7,0.1016
cetd,0142c003e975a80f42718a8942336b5322493aec272f670b994bd7d3ad658ac7,0.884740,91,35,8974,7972,25,10,15,0.1340
cetd,640020951bb517f1a4f881a0cc550d1e3f87b36e5f6054cc95f560e3c59193b0,0.718457,167,73,10808,7800,61,12,33,0.2677
cetd,004d345c9aa92494303c3e778d45a813883b0652379becef19c936d039ead8ce,0.573986,82,26,2957,2290,20,6,22,0.1196
cetd,d108d12e01a42f3e76045d74ea5be91689b8abb288676b148ab715c32bd519fa,0.852219,131,27,5052,5494,23,4,44,0.1539
cetd,e0623d11ff4c6785a40ff43d1291833db3b38626fbdd11d304af6c2c919ba834,0.648628,154,53,7922,6378,41,12,35,0.2211
cetd,f5864ee9fa564345cee8ebaeb05ee2051c57bb1ac3318dd92edfd0c60f8f52af,0.785632,118,39,4827,4187,36,3,33,0.1360
cetd,dfc3e11e4c932f3071d620682cdc271e99e7c510cf80d4630ee11ea2afe3fbb8,0.776187,120,50,7381,5528,37,13,15,0.1418
cetd,468f05f2fd77eabea26ee23b4a9295991c4202e83a0fbccafbba8cfa42bb0eac,0.873225,135,45,8231,7883,40,5,27,0.1641
cetd,3ee73a507773aaa82a4e1b2b82c0fe15a5498d240e1e3962826c67e30e39b43c,0.647341,185,57,4967,6051,49,8,61,0.2444
cetd,9e565f3c60d2c0dd4d919be661e9fa07ad7617abb142091b43e6d4e57abc8da4,0.836133,145,36,5803,6446,32,4,42,0.1661
cetd,a1c05978ba9c0172f7be37bc431f0666dc99024b85a24708776deb06283f95bb,0.894655,300,161,26699,30545,153,8,102,0.3698
cetd,0be11b6885c0a147b51a7961c401f763fddfaa0b1eeec2e218b6d5bc49e96786,0.848998,285,100,15907,13306,68,32,54,0.2689
cetd,04f82fa4413318dbbb5fd48145af13e0c353714422718f642225946875d3ab95,0.643796,84,32,5451,8226,31,1,21,0.1374
cetd,bd97c0326836da67681bd32e2c99f5ce43e43d6d7d467b7589d866e5b672594a,0.793103,95,26,2858,2382,16,10,14,0.1366
cetd,6b5d48455bfd34909d602bf5ff3db7904c438395c956605f035b6b378e84b192,0.691476,108,34,3319,3148,31,3,24,0.1466
cetd,1c661f819efc701b11a748598b7a7150ab6443664fb9e3312dfb1ffaa68c8c59,0.789831,52,24,4964,3689,11,13,4,0.0788
cetd,d4a4b3780279c81287cab79c15d66b1935fe74b9572a8efa6a31a3940856b3ce,0.878480,77,49,11947,10623,37,12,8,0.1124
cetd,bb07f081f69d5eb8ba428eaa49e49f045927d9722cb620c82ff958dee9eb461c,0.698513,159,62,8038,6879,50,12,38,0.2366
cetd,2fe50a7555d1f6b4eb9a0bcac42aaf724de23d27a180ef66c436b46baf1b5bfc,0.767229,168,76,11344,9953,67,9,42,0.2436
cetd,364d13d0aa43b251a180e3bb8e2f683dd3a9940219d26737cf5d1d4bdb40757a,0.895385,89,45,10351,10753,37,8,11,0.1120
cetd,c1b34b227e841eb66ea0cde1213083fdd8a6897e31e5e14d33aed7d633ead0fe,0.695144,123,40,6403,3921,29,11,17,0.1774
cetd,ede347de5781c5c0b71aabea494379c1df2a77efcad05d41816ab880a89cb88b,0.862587,66,31,7606,6342,20,11,5,0.0944
cetd,436ebd2add0d1af7e14cb4de1a73b2c6fd97db243e83dc90c8ef71f8e0a79275,0.722017,115,21,2159,2595,18,3,30,0.5225
cetd,f9ff7ea6717ee8fd924575e712b0490647f66acc35357e9123ddc8b95a3eb878,0.671458,93,33,3968,4186,26,7,21,0.1276
cetd,cb06e64346cf3722c6cb1dd35f49675a8c669ab26d50f0f3eea5bd182c632109,0.545404,348,197,46571,85576,193,4,103,0.7832
cetd,a636e154169c40b4b1c284e884fcc9d9a2411f747cc01713b6eb814837f39e5e,0.734096,147,75,9899,7899,63,12,24,0.1976
cetd,90f2a170f4b84ac86c47fc2e485a13488acce42f317fdbd691ccf1fa3f54af14,0.567832,50,11,1366,2575,10,1,6,0.0936
cetd,30f5c8e71cdcc7fb7b7f5850846465c1637b036d18610a63fc104a51d927cbb1,0.580981,118,44,9150,14949,44,0,54,0.2004
cetd,9a6f020062bd91a84f737985745134a7bc9113b78d128ba272d8d8ff920eda32,0.557956,130,56,5551,7787,54,2,47,0.1518
cetd,654f2941e6b336a4265ddbeeb108347cfcdc8719623de7c4003432aa1ca4b3e0,0.483580,241,70,6007,2214,23,47,35,0.2951
cetd,7c6a965893f23793423ca534aa6642f391a17816674729d6f27982d0297893ce,0.765499,122,16,3311,2635,15,1,28,0.2092
cetd,54eefb28f0ac496d350fe072296724ac73ccf9b6d814f69c5ff6702a592fdddf,0.925113,84,32,12893,13280,29,3,20,0.1008
cetd,60e531b8be71a11e0fa5605428c42235c72d0acff5b80abf52749c01071a7a98,0.571654,86,20,2489,1229,11,9,4,0.1332
cetd,d490a95b023b81cd7a57263129a0ad34e5643bf5037fab06e037a3d8119d3920,0.804857,137,52,9478,8696,46,6,30,0.1626
cetd,c0828bcaf687284f592a7074e30b9dbf396dd37809e90a1ac4961a3de9d2ecdb,0.714111,83,33,5645,5491,32,1,19,0.1082
cetd,984e34c5dee5bc701a26b5c9597ad6e04b195e663787b7d0c7dad5bd3c3d3134,0.832426,115,33,4669,4166,20,13,15,0.1356
cetd,8ead024f916a943ba0371c75f079a832505407ca4a0031c359bc7ce1127fd525,0.840668,114,23,3589,3534,19,4,17,0.1321
cetd,0793379985a690d53b7a038585655cfb7c5d12a0695b48be80b3b9fc5e8f23e1,0.766257,106,21,2179,2456,18,3,23,0.1257
cetd,f747c2a745a3851454bb45cecd8e2fdc22847ac2d640bd8d7548d48a10ec252f,0.603539,133,47,4845,3036,32,15,30,0.2040
cetd,f9524ec5e4b6378be592134250e8068f3f36f93d83cca31e151d936c6010a386,0.725976,171,66,8196,7254,53,13,40,0.2724
cetd,997730e31a3f05e8a8e30a8222c3e278d5eb219bd57811bcb902933798b21018,0.826490,151,107,34026,34250,101,6,10,0.2647
cetd,dbd8cded69fbe0626974f13790879c1b9d805e265513fc19b710673e72128f14,0.776463,57,24,4326,3713,17,7,14,0.0804
cetd,ed9d206588bb0af3951cbf5e7d10459b7836ad8771cd842c9e770a5a2ea1042b,0.652554,96,30,3093,3002,25,5,27,0.1224
cetd,1a807bc2ebebdd03cff42f2d60f92a1af1fa581a4aaa3cecd47acbc1235e6327,0.696572,248,50,6962,4732,24,26,46,0.3017
cetd,053c92611f9deb146f8e66463ebfca06c20131f26b55f958599f74117f571c3e,0.675139,237,151,25791,30123,150,1,62,0.4089
cetd,899254f36671e37c75574c71a8e381cad3f1b96dcdd6daaeb750c4a1dca4dc2c,0.597698,138,75,25050,44471,74,1,48,0.6330
cetd,640e917343e986aefe53eed2bdf71bea16b5cad4c74b9ce22e96b625f2c1be3f,0.659176,68,24,2812,3413,20,4,13,0.0903
cetd,4dbe0e910e71f74f954303da0b768146bd0417b2df349f997d7f2fe70449aab2,0.609653,74,25,4778,6941,21,4,31,0.1146
cetd,e3bc53bfd946e6c08949d4858f3e28b0df50ba13ea14c87bbad34c13ece00032,0.773603,54,24,4606,3434,18,6,10,0.0787
cetd,8dcfc28273bb8a6e6ac6222c3e2f4b745ca0d1f5649bada22058741be5e01563,0.704723,291,157,38454,47627,153,4,79,0.4872
cetd,1f25d3fd3813f970a0bc513c7ce5ee5e810e9da79540949b28acd22a44837a0c,0.768392,213,104,17050,16563,89,15,48,0.2902
cetd,49537ebfd28d85668883bd26f6531bd8a7e1f3d560574c92afd675bcfd9fbdef,0.839383,111,21,2680,2461,17,4,11,0.1456
cetd,2fc3183122ff7b0c78ff18475a675da32e0040b590468d6e521a719fbafc16f8,0.862271,133,48,7844,7320,41,7,23,0.1586
cetd,ade9eb39b21672a35f8972c8795ae91acc0445d27c9d11bad156c02e2756df53,0.778037,55,25,4990,3834,17,8,5,0.0794
cetd,832bfc7f829afad470bc6b1f97271cfae34e02cf62be3eaffefbd927a96ef162,0.652973,89,44,4428,3355,33,11,8,0.1199
cetd,342c1c1599a0064f81d39f50dbe97a540dd8972fac5e48957f3deb269a076fad,0.700645,94,57,7530,4572,43,14,11,0.1397
cetd,c76dfe1d4fbfdc3dadb77943c86310232d046c57ab3970082b74635f8e6ede2f,0.759094,43,23,3594,3949,21,2,7,0.0660
cetd,1ea773b70be085e037f406bdce80e9fd7828b8c486ebff0ead02773725147c73,0.753318,245,151,34231,39484,148,3,55,0.4346
cetd,22684e6e63cf73f6110917dae4c00a1bda1980fbcf24c940ef4eedf07c1306f2,0.872365,174,68,15861,14149,54,14,44,0.1990
cetd,0e6c781d32060d70ec116c44a5be2d21403b02258b9994fd50f4ffbcd2b844b9,0.804832,79,18,2351,2048,10,8,6,0.1001
cetd,676fd63f783d40fc79d5e40d1db3426c944b6e1d15bf421827f31e81725f8f4a,0.692945,62,24,3594,4985,13,11,9,0.0855
cetd,9b1059623e868c32d43fa5223d1fcb1a96fbfe74a49ef058d587be1f30b205c8,0.355966,71,14,2417,8861,14,0,39,0.1177
cetd,d957ccd5eccc6dc839fce2d3fadcd91d7cea2edd4a2ed76aa1860e1a42517a6d,0.829851,129,57,8742,7370,44,13,12,0.4767
cetd,bbf110556c290b7a79f4e732b7b2f2f9f61afea828b86657532aa499adf4fa31,0.793864,224,142,45071,48557,141,1,68,0.4184
