dataset,page_id,rouge,n_blocks,n_kept,pred_chars,gt_chars,tp,fp,fn,sec
cetd,97e7682704262080e73b206debb96e2b14e6771f590cf985e28106e168d37635,0.955824,84,33,16619,16579,31,2,15,0.2290
cetd,0f81e7efd4e6690c41898f4dcfa3138cb25272b10a092de7182712b1cf09be5b,0.903265,72,30,6246,6306,26,4,7,0.1057
cetd,f34a53813af1a189d022b7c0e9fec20484290b5178e3bc32902e460a25801c19,0.808451,143,52,17477,19566,52,0,63,0.4604
cetd,0a634f4cf68dc68cfd6c39d5ed6e987010016017b4315f30f327ac951e5adb90,0.891971,287,100,21810,19466,77,23,60,0.2819
cetd,35f1a0562713500823ad58c6370240517b7e32a766f817aa2deeff72f56bdf8e,0.542117,101,11,3413,8405,11,0,41,0.1256
cetd,0b70bb25c89d808ce6a285bee601d7049bc95336e398bcfab65768968efce4d1,0.711545,49,15,4308,4645,13,2,20,0.0754
cetd,c27184f1cdf48bbafaaac4190d4f5cd13695c7a547edc9e16819faa8254dcfae,0.639079,131,42,5113,2625,20,22,14,0.1536
cetd,ffe6b7b34179a2c77a330ec1924703e25a1ee52e69b10c6812570d7e482269d2,0.009780,141,7,185,5158,4,3,57,0.1538
cetd,d2765c54a99f9bbf4048c10d649ebf817f57cc6d169ae241fc8cd60f8c119f1a,0.738659,54,23,4321,3434,17,6,11,0.0761
cetd,376167c718c58280c19062ea9c17a6cb977d21989ce7848fa4f3da12e15b880d,0.580583,78,17,1969,3482,11,6,19,0.0952
cetd,04c114bbff17bbeab9aa44e14acfb8274a555174b4c82c33e254d86a210bc332,0.829696,77,31,4943,5733,26,5,14,0.0946
cetd,01e37a118128d05c98e4e6da5df608fc2ebcee656eedfed1c6168ecba9dfbf11,0.692411,102,34,4328,5865,34,0,33,0.1118
cetd,3abb7d2e91921fce50b5a10d6ad91b900b1d04382d37ead831b241a3b9f48e07,0.659381,83,13,1224,1882,13,0,22,0.1119
cetd,29bd09775c1cb78c3a9cb2eb8df337ec2865ea2993562035dba995961f758726,0.760063,124,68,22113,21784,65,3,13,0.2145
cetd,247a665a57a4332b4bf2188a3324b53c8ff8a9f921c5d29faf18568bca414b69,0.768631,122,18,2303,2975,15,3,32,0.1340
cetd,124e919818bc16d87b054721d6be04cd8d01248d121340541a13e496324672b7,0.814830,80,31,5867,7141,26,5,11,0.1041
cetd,edfd6521688d356dfdfba14b4e2c12bc76128d3803688b2c2061ab148bad98e0,0.705882,49,13,1563,1670,4,9,6,0.0729
cetd,b37a508c5cd0fe15eefcea8013480dde42e4e40035abab5ef0873f17d14cd679,0.802310,122,35,5516,4658,27,8,18,0.1349
cetd,7f217748301a97fce8eaf8df49cc97f9afc7a1cb4bc274d6f0638cc18f1754fd,0.890368,55,10,3115,3604,9,1,13,0.0949
cetd,0c89b436922f78e4c54d423ffb32733a3ee2ad216c2b1bf7fb8e3b0a658dc460,0.876554,59,30,7883,6699,21,9,1,0.0801
cetd,d9f21709bbacd6a02e58f73de2e38c5b3fa3ffe14c5b0aa9de7dcb4ef03c7a5b,0.885214,49,18,2921,2617,9,9,4,0.0730
cetd,ed9b0014e711b75da84ea969ef98e45724234ace6524a39afd367f2dbd0ee642,0.755978,142,70,21066,28173,69,1,54,0.2060
cetd,babab3bfac39e720ebc31dc6b7ce8d6df77a9a288bba8e946150dd6b120ffbe0,0.904998,55,17,5227,5149,15,2,9,0.0753
cetd,b939012b75eb790a1997073b092908c8c1cac4c0613e3081eee793da6896be97,0.892030,108,33,5784,5067,21,12,13,0.1152
cetd,6eb43384f2dfb863c535cd24dd3dd56cf85ed4bf63d063f329be419bbcdf2d84,0.823375,106,21,4429,3764,14,7,21,0.1604
cetd,53f3c9bb900b774029ffb51b8e137d5613e3c0164cde83c77628de3b869562fd,0.826300,122,39,6351,4952,21,18,26,0.1444
cetd,d5775399d8fe22926a57b7a7391614872a4b8ce6cfaf1ff47b70b5b1b4684506,0.635099,146,31,3670,4412,27,4,39,0.2158
cetd,05cc1786b328e29a4f449d70a86ef58400a9cad62a8c7ee4a3347fc21f8f8d2d,0.884973,146,63,12164,13330,63,0,30,0.1830
cetd,2938baa25ecefef612aae612acdb1979f64f148f6e10e0411b37357fa249389e,0.672185,158,39,4759,5832,35,4,46,0.2230
cetd,3d2aceda5f065aee8a3141158183ac267b94d9a5c8f470aedfe4d17ba9b13bcf,0.883623,125,21,4576,4734,19,2,28,0.1417
cetd,d2067f085588c6249df7ea6843829a113bdcb1da1aaf33b87adcb6a8a216aab3,0.837969,159,104,24727,25581,102,2,36,0.2565
cetd,afc1e9c7f278f72e9d2731f1e949b4fb0e33c84686995ccc51f4dbfabbf741e0,0.924307,44,10,5778,5728,9,1,4,0.0785
cetd,26c233ab55102a34c30ebf741a6e1b0a5dd3714f25323e713b2e0ec01f49959b,0.144431,45,3,189,1983,1,2,15,0.0730
cetd,48cfdf5948ce7683b87c36d5666728f47b5d3b1c0e4ebb0f829a3708225453b5,0.835602,261,175,25910,26129,171,4,63,0.2952
cetd,475d12a446a964d0ea745ad407358df92df1629dbbbe0bede9065308928e069e,0.828180,116,39,5655,4977,26,13,21,0.1414
cetd,952c8fb21418a57049d722b9b4e61e615db538791fbf6138389c5dcbf950f9cc,0.810209,104,38,5481,4684,32,6,24,0.1255
cetd,40c1b0153506ecb47cd4f2897d3058a537deb66803b88158f1f3000f3137db33,0.671638,140,75,20238,29543,73,2,42,0.2390
cetd,eaaed0c1f0ed01c2850513ed4dab3948bb92eee11dcbfadb61c11c019dc250a3,0.751671,123,42,5852,3976,27,15,15,0.1827
cetd,877dafea464dcd6fb4022b0958c9440a88cc343af0fa5d2fdf60c313112eda5b,0.862036,52,17,4529,4364,11,6,5,0.0775
cetd,5e05412c2a354981227553a6bbb538729ef472db17f524651ecc452078d2f810,0.832160,106,30,4264,3356,17,13,16,0.1224
cetd,6aff97dede43ed16a102edfb6d0176cd72119a51215377c576ea3ab495ab5aac,0.809444,54,33,8625,7353,30,3,4,0.0771
cetd,804dd6bf8ba8f4fc0b811b7522a68f3fa076019062af64178562e68a0e07d6c4,0.826498,99,23,3235,3429,18,5,15,0.1402
cetd,4a67ccfbfb78b6153c4b5d0e1720abcf361f130b28507d6352451ee1f7b84b10,0.888435,51,19,3537,3308,9,10,2,0.0745
cetd,7a97aeebb04064e7a60dacae6954f2b7fcf253c876a3f0e04371e5393593d66d,0.726891,356,190,102482,110407,188,2,106,0.8895
cetd,be516be7ac70695979ebd42932b751342d739205119bc65c3d585dad96a9dc90,0.861422,123,43,8349,7300,31,12,17,0.1427
cetd,8b50a21481ef5a87737153f5759a17d39f597f0ba848b225baf6c9439f1bbf25,0.785816,133,46,7452,6567,34,12,26,0.1535
cetd,e6594f58e56881eb4eec612251561048b05268f4cee2cd83e99e640829e36e6d,0.881983,88,23,4747,4234,16,7,9,0.1272
cetd,c40b73f2ef512b7b1529853163ac4ee877250bc4b08c233232a0137307fdedb8,0.821177,130,52,6795,5294,21,31,12,0.1423
cetd,fcd699f6edaff990e6179e7e9e7cba4b00eb52ad42cc79671282b2944c378a3e,0.679298,49,17,2032,2710,14,3,16,0.0663
cetd,dd7486a6e7ba38b2ef713fe89f37d6af233339802f2f71d4d387153044f7fddd,0.735316,206,133,36024,41449,130,3,50,0.3328
cetd,678f7815d342e62a819bb2f7fc9d57736a7c1900f2284370365c4ba213cfdfda,0.872971,54,14,2252,2128,9,5,3,0.0779
cetd,9fbe8dd209bc65fad6faffc82dcb1bf17bdaa354c4e8f158aeb9810ea47e24d5,0.863830,62,23,5296,5688,20,3,6,0.0894
cetd,25c80ae37df0a474ad769634852365c54e90a174d83690fa18978a0f24f5381d,0.633534,83,31,4078,6893,30,1,41,0.1004
cetd,6784b2a866e70f85d5c237cf854b0a2100b51fcfe242d5585ead2f6efd93b1e1,0.483559,123,11,1304,1550,7,4,21,0.2091
cetd,5dfa7e0397f095a705cc45124a71666b0c99a234931975d291368e6fda5b727b,0.752618,146,49,6116,5359,39,10,36,0.1674
cetd,8824a6f729f9a162850c3700f3ddb0c83d9a89ab6387fde7cd8b784b73a5e194,0.357080,52,6,687,2351,5,1,29,0.0752
cetd,426b9b01a6d30e2ab641c00ac18daba13c9af5268a9e458eac70ea8b48f4df3d,0.867029,109,39,6119,5005,26,13,11,0.1238
cetd,1ce5738bd9eb544e5717200b6ec5e89cae5162d0bcb639b17558bd448f1812c8,0.562558,145,74,25160,38156,73,1,42,0.3243
cetd,0106b8018122b89693143deecc79ff181ee746977cae69faf46cf7a51238c775,0.890887,59,6,2244,2502,6,0,13,0.0706
cetd,ac262163545f324ea5bd607ee2457826caf9c620986e3126a2182792ee1efcba,0.864888,133,35,6255,6062,30,5,26,0.1558
cetd,3315012217a55bc90a557b74e7884ed7c23f53bccdafdfe56cd2d97efe759762,0.824729,121,31,4496,4156,22,9,24,0.1368
cetd,bab66366fe53c6ed4f063505281982ea647743091fd3da1a06f00b558d2d2326,0.652212,78,8,1914,1088,7,1,21,0.1320
cetd,a6c28c287c6a42754aa02733b164e2cf4dbe5a82211ed89cfaea6bad460512e5,0.694832,156,58,9163,6950,49,9,33,0.5300
cetd,3466077170a0b327b3b1adabd3e58b440bb7325df1d3ff7a63a4c1a7b9f2d899,0.785268,93,19,2389,2001,16,3,9,0.1381
cetd,984d7f301bfd4c53fcdf52b4146b915c30283d913cce63af9275ad2f6018f919,0.266732,131,27,2772,10490,25,2,79,0.1949
cetd,65315284715ab21d5d1af7de50267afb65cfc60df9a69fadee29970492d4fe61,0.827951,50,21,2505,2086,10,11,2,0.0742
cetd,7c0964514efd28ae5cffc39561f45c18f2122056f631c7428108224ea79747af,0.776396,50,16,5827,5548,13,3,5,0.0771
cetd,d56fc1d6ad7cd15a599b96b925ee16f61b63cf91e3450fdb92418851ac6467a7,0.806985,236,153,59558,53387,149,4,35,0.4392
cetd,004898ee62c13fb02dc731dcd1c085c16eb65fcac79096783d5e20229daebd37,0.720449,95,32,3754,2709,19,13,2,0.1344
cetd,6cce9b712c00feb28d92a0a840e30fde98519f06ab1475fb417388abd51bfe22,0.924745,94,36,9873,9281,32,4,10,0.1151
cetd,7522ba0017f351640a4cfbf3366a88728e86a893cebc2238d310638721913bc1,0.774717,538,336,104490,113600,336,0,143,1.0506
cetd,2c2fb5fed0fa80c517cedb4f5051ec7789c8d0362400de7fb2bc0f3b782dd4cb,0.785781,635,361,107841,123271,360,1,212,1.0393
cetd,df6b353e04e10a71ba9111703c5061c9008500446f52ff9ae2c825e621975174,0.842105,107,15,3854,3668,9,6,15,0.1673
cetd,02c3c117c6d0dfec49ab8070db3ee599a1f58d26f18dd03fc7eec5572fcf9eb1,0.732082,106,35,3163,2617,29,6,24,0.1221
cetd,c244b2db2d43800defeba80abbbea8eb2fb3a0a3b06ea114554468bc8422a4ef,0.823138,129,46,7071,5570,36,10,22,0.1945
cetd,2d9080a3a51677dd3c8b907e2be400fe74802f7933e6230eff9cd70fe575043b,0.679465,33,9,1753,2736,7,2,10,0.0543
cetd,14ddbd134e024d911f540ea18717a885f29d8569dd386d2ff3e3c53aaa806bd6,0.838167,123,23,4909,3862,15,8,41,0.2097
cetd,a4134cbe522671ca7ffdbdeed739fcaf53679f215bf943b502abb6a012efd183,0.838960,55,28,6662,5223,16,12,3,0.0800
cetd,f961ceadf73862f926659921070122192f4e29aa6922115e43c3a40669f794ea,0.893197,62,21,7670,7891,20,1,17,0.0846
cetd,6e664b9797b6aba219370ef110d44ddd47f5f1afb1c8c1751c4b08a6462d6acd,0.664424,176,62,8784,6530,45,17,25,0.6091
cetd,de9d7bf98fa6164f1fadccb3d7e9a2197228f03b53f2444fd3d0b4ebfdac9006,0.832553,118,40,6761,5670,30,10,16,0.1506
cetd,a367653022b4a93b2e7413825a277d82bf738844439547d726008bd6d209f003,0.464629,36,5,931,2325,4,1,14,0.0672
cetd,9fd0d0297a078a3c3ee84685baf6b89394ff54c38070b4cdedc528e8a5bea544,0.920221,222,121,34658,33526,109,12,46,0.2658
cetd,4b2eaf17d435e04416ecefeedd08995a6e94537c830404021eed10fe1202a92b,0.803196,246,136,36262,38870,136,0,92,0.4263
cetd,184682fc4563bce4846488f40a77f69c00f6f7845fa92f20db68895473dc8a9f,0.877953,124,29,5214,5075,24,5,31,0.1419
cetd,7f0b06c6cd2e9af3d38c9be5441d3a217c9519a43992106af11485c020d5efd8,0.807027,430,260,76821,81495,259,1,128,0.7810
cetd,108985cf60f5c36ba3338c985a17b44c43a07a570f24dcdb6a1caafe6f2483fa,0.910790,103,36,8511,7514,24,12,14,0.1171
cetd,bd8c0f46b75d640ba5d713637f8f386812476818ece5eb32974b0d628722c680,0.864786,67,27,6265,6048,23,4,14,0.0956
cetd,9b30b9af39b4da155b67edfac9a1bc6ed7defdc416bfbf8fd70362d043a8c9fa,0.859102,62,27,6785,5654,19,8,5,0.3562
cetd,ab28c201c8975e3c3436b0dae3e13a74cc0fa125af852774d17d0bfe353c24c5,0.889716,58,30,9666,8652,27,3,11,0.0814
cetd,fd9bdb7eb074d20d8b609639c1a40d25748231dd7641fe73e0b7cdf310c7f661,0.866218,55,25,5538,5154,15,10,5,0.0791
cetd,0b41938e4f74707cc97236787dfaa87ab10f64f6ce5395a5cfcc59a2f0487970,0.880688,115,24,4246,3913,21,3,16,0.1714
cetd,3c60eb71fec8a43eb5a0b162a6e4251f41cc511d93bebc09bd3e1c5d56346030,0.802420,113,45,6395,5221,35,10,16,0.1388
cetd,2fe81a841f451a051cc70bf80ac2df2366024bac6da2964f9c5e9453f34bc75a,0.689541,268,117,24365,19531,105,12,73,0.3806
cetd,798e26e5ac44dc1bf0517b4708b91bbce60787a1e109efd148d7a1b3b439a1ae,0.762748,46,9,3191,3173,8,1,9,0.0697
cetd,1224d529f2aabb02a873748bb244fa22ca7696fe854d42ee197c319f18f5f391,0.923485,85,28,11677,12198,25,3,26,0.0953
cetd,8b53c551b09797cc94dd900b7cfda23783a50feb29d2904d7f9704d74b4ea282,0.697933,105,34,4170,2737,17,17,10,0.1284
cetd,49a957d70f59dd1ace14b2bf7e6e1a8d5ae5c2e0bfe7c1eec1fa6e7682042e3b,0.846033,178,42,6149,6167,39,3,20,0.1566
cetd,0490dd2af925282cfab9ee1db8c93aeea1a585a0c5c2744c59ac7ca2b5864199,0.775858,108,42,5997,4564,26,16,17,0.1679
cetd,51c77f87e00e81c88ebf5c79fa2ea54f19a9d5929c1b21f7cbc58aa37102aa12,0.741853,54,22,4479,3709,15,7,11,0.0777
cetd,2dc5b684f3bc778f4c94e21a7ad82168eabbf9f9f030782cd2fbc11b85dca729,0.755060,239,158,51440,52161,157,1,64,0.4887
cetd,b8f90c9cf1e58b300519652658c83e3399e0d83350dada3bcd991839bdc5777a,0.724221,57,19,1968,2186,15,4,7,0.0745
cetd,1aa948ee5e8a0d9a47b87c5233032f241676386a88fec84dbc8ffc1519ea5fb3,0.636610,145,75,23487,34889,75,0,54,0.2641
cetd,bd55557b2e12ca77ec4e76d58350f0e65ad66383a9c86270e9dff8247540408c,0.909465,101,29,6266,5629,21,8,18,0.1157
cetd,546e6805964cce20961e33d73a5ee048e2ec1500f8831c00bd7e19631010c434,0.873189,69,25,8343,8705,21,4,11,0.1044
cetd,98bc57b53aeea6a6339d2c9b63d26bee33037c0d3b9a7c5f379f67846da7e194,0.862154,127,29,5103,5190,27,2,30,0.1464
cetd,30586d4da0210fd1a12568b559d922318f7da560fc7b41ca8d8a745309f24c81,0.594623,164,69,8998,6349,54,15,37,0.2473
cetd,33f70be1d801c8e0fc572ca753acb904cdc517b599343ef22994a19df1eb92ec,0.949558,73,26,12098,12010,22,4,14,0.0924
cetd,a735de7765e71458386ced02fa88576f473c27a38ec190610bd3de5d15e291a1,0.764721,105,45,5298,5134,41,4,28,0.1546
cetd,107ebc9dd5a265caa4f232d04866bad25bea181dcab77b908df50a2e96c78ab9,0.818770,118,34,4986,4250,30,4,45,0.3984
cetd,7c93949554cfb6b4733adf208233fd5f88cf1649acd030454d87640a531f8190,0.924714,60,23,9034,8757,22,1,15,0.0902
cetd,b7478e14314579c2188796a07193e83797c56eed81fcef8c4351ab542cc677d9,0.790833,111,32,4936,3882,23,9,17,0.1343
cetd,0a8eeabc2d8126c768e21a834d89ef04619cd0126633d6c874a859c71e412712,0.726466,157,57,7350,6029,44,13,46,0.2202
cetd,41b5412f3c020c054ac431586e685fdab6c04b03b700a64bbc06e4fd5c60a27b,0.823151,128,16,2850,2981,15,1,24,0.1345
cetd,95e06c7c9b6a05ab056abe594542543dd8fed01441e6e2ebc3bdee19ebb7d585,0.587904,87,21,2731,3574,15,6,25,0.1231
cetd,c3b418f2cd41475ab8ce8078baad0f66cdecf369d85e4ea2164f2a32f9775db5,0.564007,85,30,4495,6013,29,1,34,0.1075
cetd,011604e6498be280d40fc4aab31cce28db3623fd7989cd27734bdafc95c7ffed,0.866703,81,44,9846,8666,35,9,12,0.1051
cetd,458af1632cca757df917abb0534e59f3c1b3ee440511008ffcb2f79a2ef52292,0.730869,111,43,5356,5521,38,5,37,0.1420
cetd,730eeeb4128dd29daae92732894c4da0d368362f26b3bab5a2d844cb9b99325a,0.613116,88,27,2977,2577,23,4,23,0.1207
cetd,87f6530848c9576397b4fab57920656de94a95150e0eb22c1881eb6fc6c3bd8d,0.753915,83,18,2341,2455,17,1,20,0.1156
cetd,73b829a67f1680d32d16c9680f7b3af1c2a0f1bcfcb10811d3f85cfc2c34b191,0.572555,38,9,1172,2218,9,0,11,0.0636
cetd,b6c5829ab98e3b6e62943f3a73ddc4dddddeb5314290d4a3a7a228e2f9266dbb,0.835396,30,12,2343,2300,12,0,5,0.0465
cetd,36ec49e19d2d9fd2ac728fb959538f771d235bbb6dba8daff491cf696a37eead,0.906233,81,27,10504,9572,20,7,9,0.1125
cetd,ea759b4f30a862bf73143bb9776e0ea46c0e08c07dc6fb00e3ae2d204ea74c03,0.885922,53,20,3600,3339,9,11,4,0.0757
cetd,5a8978e2ba08d6b739d75ce29940296009d29e99dafe3f4dc57be1e6ee36b10c,0.770231,147,30,4308,3762,23,7,12,0.1341
cetd,2b741a5126459c3910454e18d2aa6bc751f1677de1eabe89d291225647d40d1c,0.497262,130,28,9327,19908,25,3,85,0.3577
cetd,ac929c0c0a783b795044c852f6a44500d6939456320c364be85c4e5e9e811030,0.892035,63,28,6418,6178,20,8,7,0.0863
cetd,0142c003e975a80f42718a8942336b5322493aec272f670b994bd7d3ad658ac7,0.890237,91,31,8860,7972,24,7,16,0.1164
cetd,640020951bb517f1a4f881a0cc550d1e3f87b36e5f6054cc95f560e3c59193b0,0.743213,167,63,9639,7800,55,8,39,0.2435
cetd,004d345c9aa92494303c3e778d45a813883b0652379becef19c936d039ead8ce,0.580180,82,22,2348,2290,17,5,25,0.1186
cetd,d108d12e01a42f3e76045d74ea5be91689b8abb288676b148ab715c32bd519fa,0.852622,131,26,5046,5494,23,3,44,0.1529
cetd,e0623d11ff4c6785a40ff43d1291833db3b38626fbdd11d304af6c2c919ba834,0.657645,154,45,6997,6378,36,9,40,0.2145
cetd,f5864ee9fa564345cee8ebaeb05ee2051c57bb1ac3318dd92edfd0c60f8f52af,0.787456,118,38,4801,4187,36,2,33,0.1305
cetd,dfc3e11e4c932f3071d620682cdc271e99e7c510cf80d4630ee11ea2afe3fbb8,0.819006,120,40,6671,5528,33,7,19,0.1380
cetd,468f05f2fd77eabea26ee23b4a9295991c4202e83a0fbccafbba8cfa42bb0eac,0.889473,135,38,7833,7883,35,3,32,0.1619
cetd,3ee73a507773aaa82a4e1b2b82c0fe15a5498d240e1e3962826c67e30e39b43c,0.651245,185,47,4447,6051,43,4,67,0.2348
cetd,9e565f3c60d2c0dd4d919be661e9fa07ad7617abb142091b43e6d4e57abc8da4,0.844261,145,32,5693,6446,29,3,45,0.1646
cetd,a1c05978ba9c0172f7be37bc431f0666dc99024b85a24708776deb06283f95bb,0.878767,300,144,25529,30545,137,7,118,0.6526
cetd,0be11b6885c0a147b51a7961c401f763fddfaa0b1eeec2e218b6d5bc49e96786,0.856914,285,87,15577,13306,60,27,62,0.2731
cetd,04f82fa4413318dbbb5fd48145af13e0c353714422718f642225946875d3ab95,0.645669,84,29,5321,8226,29,0,23,0.1315
cetd,bd97c0326836da67681bd32e2c99f5ce43e43d6d7d467b7589d866e5b672594a,0.768499,95,22,2643,2382,13,9,17,0.1360
cetd,6b5d48455bfd34909d602bf5ff3db7904c438395c956605f035b6b378e84b192,0.713711,108,30,3122,3148,28,2,27,0.1475
cetd,1c661f819efc701b11a748598b7a7150ab6443664fb9e3312dfb1ffaa68c8c59,0.795493,52,23,4908,3689,11,12,4,0.0835
cetd,d4a4b3780279c81287cab79c15d66b1935fe74b9572a8efa6a31a3940856b3ce,0.879103,77,48,11928,10623,37,11,8,0.1115
cetd,bb07f081f69d5eb8ba428eaa49e49f045927d9722cb620c82ff958dee9eb461c,0.735868,159,54,6833,6879,46,8,42,0.2440
cetd,2fe50a7555d1f6b4eb9a0bcac42aaf724de23d27a180ef66c436b46baf1b5bfc,0.771861,168,72,11058,9953,63,9,46,0.2557
cetd,364d13d0aa43b251a180e3bb8e2f683dd3a9940219d26737cf5d1d4bdb40757a,0.901182,89,38,10111,10753,34,4,14,0.1122
cetd,c1b34b227e841eb66ea0cde1213083fdd8a6897e31e5e14d33aed7d633ead0fe,0.714211,123,38,6087,3921,28,10,18,0.1781
cetd,ede347de5781c5c0b71aabea494379c1df2a77efcad05d41816ab880a89cb88b,0.863536,66,30,7588,6342,20,10,5,0.0950
cetd,436ebd2add0d1af7e14cb4de1a73b2c6fd97db243e83dc90c8ef71f8e0a79275,0.717547,115,17,1881,2595,16,1,32,0.1454
cetd,f9ff7ea6717ee8fd924575e712b0490647f66acc35357e9123ddc8b95a3eb878,0.703478,93,29,3567,4186,25,4,22,0.1240
cetd,cb06e64346cf3722c6cb1dd35f49675a8c669ab26d50f0f3eea5bd182c632109,0.512742,348,182,42181,85576,178,4,118,0.7285
cetd,a636e154169c40b4b1c284e884fcc9d9a2411f747cc01713b6eb814837f39e5e,0.751527,147,70,9402,7899,60,10,27,0.4547
cetd,90f2a170f4b84ac86c47fc2e485a13488acce42f317fdbd691ccf1fa3f54af14,0.234978,50,7,504,2575,6,1,10,0.0944
cetd,30f5c8e71cdcc7fb7b7f5850846465c1637b036d18610a63fc104a51d927cbb1,0.581490,118,43,9112,14949,43,0,55,0.2029
cetd,9a6f020062bd91a84f737985745134a7bc9113b78d128ba272d8d8ff920eda32,0.545560,130,48,5177,7787,46,2,55,0.1531
cetd,654f2941e6b336a4265ddbeeb108347cfcdc8719623de7c4003432aa1ca4b3e0,0.512104,241,58,5516,2214,21,37,37,0.2966
cetd,7c6a965893f23793423ca534aa6642f391a17816674729d6f27982d0297893ce,0.797753,122,14,3039,2635,13,1,30,0.2249
cetd,54eefb28f0ac496d350fe072296724ac73ccf9b6d814f69c5ff6702a592fdddf,0.924032,84,31,12846,13280,28,3,21,0.1043
cetd,60e531b8be71a11e0fa5605428c42235c72d0acff5b80abf52749c01071a7a98,0.643047,86,16,2080,1229,11,5,4,0.1346
cetd,d490a95b023b81cd7a57263129a0ad34e5643bf5037fab06e037a3d8119d3920,0.804857,137,52,9478,8696,46,6,30,0.1606
cetd,c0828bcaf687284f592a7074e30b9dbf396dd37809e90a1ac4961a3de9d2ecdb,0.725956,83,31,5426,5491,31,0,20,0.1152
cetd,984e34c5dee5bc701a26b5c9597ad6e04b195e663787b7d0c7dad5bd3c3d3134,0.850840,115,28,4429,4166,19,9,16,0.1374
cetd,8ead024f916a943ba0371c75f079a832505407ca4a0031c359bc7ce1127fd525,0.837115,114,18,3157,3534,15,3,21,0.1361
cetd,0793379985a690d53b7a038585655cfb7c5d12a0695b48be80b3b9fc5e8f23e1,0.743462,106,19,1918,2456,17,2,24,0.1245
cetd,f747c2a745a3851454bb45cecd8e2fdc22847ac2d640bd8d7548d48a10ec252f,0.608523,133,44,4773,3036,30,14,32,0.2011
cetd,f9524ec5e4b6378be592134250e8068f3f36f93d83cca31e151d936c6010a386,0.757350,171,57,7482,7254,49,8,44,0.2527
cetd,997730e31a3f05e8a8e30a8222c3e278d5eb219bd57811bcb902933798b21018,0.822868,151,104,33092,34250,100,4,11,0.2612
cetd,dbd8cded69fbe0626974f13790879c1b9d805e265513fc19b710673e72128f14,0.802236,57,22,4073,3713,17,5,14,0.0790
cetd,ed9d206588bb0af3951cbf5e7d10459b7836ad8771cd842c9e770a5a2ea1042b,0.646392,96,21,2429,3002,19,2,33,0.1230
cetd,1a807bc2ebebdd03cff42f2d60f92a1af1fa581a4aaa3cecd47acbc1235e6327,0.773238,248,40,5871,4732,23,17,47,0.3002
cetd,053c92611f9deb146f8e66463ebfca06c20131f26b55f958599f74117f571c3e,0.677129,237,144,24456,30123,143,1,69,0.6914
cetd,899254f36671e37c75574c71a8e381cad3f1b96dcdd6daaeb750c4a1dca4dc2c,0.576173,138,67,23317,44471,66,1,56,0.3095
cetd,640e917343e986aefe53eed2bdf71bea16b5cad4c74b9ce22e96b625f2c1be3f,0.624083,68,21,2578,3413,18,3,15,0.0906
cetd,4dbe0e910e71f74f954303da0b768146bd0417b2df349f997d7f2fe70449aab2,0.543197,74,20,3685,6941,17,3,35,0.1149
cetd,e3bc53bfd946e6c08949d4858f3e28b0df50ba13ea14c87bbad34c13ece00032,0.738659,54,23,4321,3434,17,6,11,0.0792
cetd,8dcfc28273bb8a6e6ac6222c3e2f4b745ca0d1f5649bada22058741be5e01563,0.702166,291,149,37151,47627,145,4,87,0.4866
cetd,1f25d3fd3813f970a0bc513c7ce5ee5e810e9da79540949b28acd22a44837a0c,0.766208,213,91,15801,16563,81,10,56,0.2890
cetd,49537ebfd28d85668883bd26f6531bd8a7e1f3d560574c92afd675bcfd9fbdef,0.849095,111,19,2636,2461,16,3,12,0.1431
cetd,2fc3183122ff7b0c78ff18475a675da32e0040b590468d6e521a719fbafc16f8,0.869057,133,41,7453,7320,38,3,26,0.1578
cetd,ade9eb39b21672a35f8972c8795ae91acc0445d27c9d11bad156c02e2756df53,0.782839,55,24,4934,3834,17,7,5,0.0798
cetd,832bfc7f829afad470bc6b1f97271cfae34e02cf62be3eaffefbd927a96ef162,0.699614,89,41,3942,3355,32,9,9,0.1200
cetd,342c1c1599a0064f81d39f50dbe97a540dd8972fac5e48957f3deb269a076fad,0.733800,94,52,6928,4572,39,13,15,0.1403
cetd,c76dfe1d4fbfdc3dadb77943c86310232d046c57ab3970082b74635f8e6ede2f,0.753718,43,21,3238,3949,19,2,9,0.0644
cetd,1ea773b70be085e037f406bdce80e9fd7828b8c486ebff0ead02773725147c73,0.724672,245,135,31185,39484,133,2,70,0.6902
cetd,22684e6e63cf73f6110917dae4c00a1bda1980fbcf24c940ef4eedf07c1306f2,0.878711,174,57,15296,14149,45,12,53,0.1975
cetd,0e6c781d32060d70ec116c44a5be2d21403b02258b9994fd50f4ffbcd2b844b9,0.834542,79,15,2170,2048,9,6,7,0.0996
cetd,676fd63f783d40fc79d5e40d1db3426c944b6e1d15bf421827f31e81725f8f4a,0.697799,62,21,3550,4985,13,8,9,0.0853
cetd,9b1059623e868c32d43fa5223d1fcb1a96fbfe74a49ef058d587be1f30b205c8,0.356446,71,13,2379,8861,13,0,40,0.1182
cetd,d957ccd5eccc6dc839fce2d3fadcd91d7cea2edd4a2ed76aa1860e1a42517a6d,0.828981,129,52,8459,7370,41,11,15,0.1531
cetd,bbf110556c290b7a79f4e732b7b2f2f9f61afea828b86657532aa499adf4fa31,0.758503,224,132,39405,48557,132,0,77,0.4127
cetd,83382815514f303d3131d2a704d763397431a24bebe273438f0e482f9618c69c,0.731945,170,49,6613,7844,47,2,47,0.2483
