dataset,page_id,rouge,n_blocks,n_kept,pred_chars,gt_chars,tp,fp,fn,sec
cetd,3d2aceda5f065aee8a3141158183ac267b94d9a5c8f470aedfe4d17ba9b13bcf,0.902021,125,19,4408,4734,18,1,29,0.1399
cetd,d2067f085588c6249df7ea6843829a113bdcb1da1aaf33b87adcb6a8a216aab3,0.825147,159,96,24175,25581,94,2,44,0.2472
cetd,afc1e9c7f278f72e9d2731f1e949b4fb0e33c84686995ccc51f4dbfabbf741e0,0.924307,44,10,5778,5728,9,1,4,0.0769
cetd,26c233ab55102a34c30ebf741a6e1b0a5dd3714f25323e713b2e0ec01f49959b,0.145320,45,2,171,1983,1,1,15,0.0712
cetd,48cfdf5948ce7683b87c36d5666728f47b5d3b1c0e4ebb0f829a3708225453b5,0.840956,261,164,25472,26129,162,2,72,0.2867
cetd,475d12a446a964d0ea745ad407358df92df1629dbbbe0bede9065308928e069e,0.852151,116,31,5340,4977,25,6,22,0.1401
cetd,952c8fb21418a57049d722b9b4e61e615db538791fbf6138389c5dcbf950f9cc,0.876623,104,32,4564,4684,30,2,26,0.4029
cetd,40c1b0153506ecb47cd4f2897d3058a537deb66803b88158f1f3000f3137db33,0.632978,140,65,18345,29543,64,1,51,0.2358
cetd,eaaed0c1f0ed01c2850513ed4dab3948bb92eee11dcbfadb61c11c019dc250a3,0.839152,123,33,4771,3976,24,9,18,0.1740
cetd,877dafea464dcd6fb4022b0958c9440a88cc343af0fa5d2fdf60c313112eda5b,0.869204,52,15,4475,4364,10,5,6,0.0759
cetd,5e05412c2a354981227553a6bbb538729ef472db17f524651ecc452078d2f810,0.852021,106,25,4044,3356,15,10,18,0.1203
cetd,6aff97dede43ed16a102edfb6d0176cd72119a51215377c576ea3ab495ab5aac,0.823610,54,30,8365,7353,28,2,6,0.0760
cetd,804dd6bf8ba8f4fc0b811b7522a68f3fa076019062af64178562e68a0e07d6c4,0.829659,99,21,3142,3429,17,4,16,0.1415
cetd,4a67ccfbfb78b6153c4b5d0e1720abcf361f130b28507d6352451ee1f7b84b10,0.918074,51,13,3343,3308,8,5,3,0.0743
cetd,7a97aeebb04064e7a60dacae6954f2b7fcf253c876a3f0e04371e5393593d66d,0.715669,356,165,97672,110407,165,0,129,0.9165
cetd,be516be7ac70695979ebd42932b751342d739205119bc65c3d585dad96a9dc90,0.900086,123,34,7642,7300,28,6,20,0.1476
cetd,8b50a21481ef5a87737153f5759a17d39f597f0ba848b225baf6c9439f1bbf25,0.816828,133,39,6595,6567,29,10,31,0.4425
cetd,e6594f58e56881eb4eec612251561048b05268f4cee2cd83e99e640829e36e6d,0.927033,88,18,4372,4234,16,2,9,0.1291
cetd,c40b73f2ef512b7b1529853163ac4ee877250bc4b08c233232a0137307fdedb8,0.827491,130,46,6677,5294,20,26,13,0.1420
cetd,fcd699f6edaff990e6179e7e9e7cba4b00eb52ad42cc79671282b2944c378a3e,0.661383,49,15,1909,2710,12,3,18,0.0663
cetd,dd7486a6e7ba38b2ef713fe89f37d6af233339802f2f71d4d387153044f7fddd,0.683007,206,122,31397,41449,120,2,60,0.3166
cetd,678f7815d342e62a819bb2f7fc9d57736a7c1900f2284370365c4ba213cfdfda,0.884855,54,12,2189,2128,8,4,4,0.0763
cetd,9fbe8dd209bc65fad6faffc82dcb1bf17bdaa354c4e8f158aeb9810ea47e24d5,0.858459,62,20,5021,5688,18,2,8,0.0888
cetd,25c80ae37df0a474ad769634852365c54e90a174d83690fa18978a0f24f5381d,0.570269,83,24,3479,6893,23,1,48,0.0987
cetd,6784b2a866e70f85d5c237cf854b0a2100b51fcfe242d5585ead2f6efd93b1e1,0.509165,123,9,1147,1550,7,2,21,0.2076
cetd,5dfa7e0397f095a705cc45124a71666b0c99a234931975d291368e6fda5b727b,0.773684,146,42,5803,5359,37,5,38,0.1669
cetd,8824a6f729f9a162850c3700f3ddb0c83d9a89ab6387fde7cd8b784b73a5e194,0.341818,52,4,582,2351,4,0,30,0.0756
cetd,426b9b01a6d30e2ab641c00ac18daba13c9af5268a9e458eac70ea8b48f4df3d,0.892394,109,33,5807,5005,22,11,15,0.1225
cetd,1ce5738bd9eb544e5717200b6ec5e89cae5162d0bcb639b17558bd448f1812c8,0.569355,145,69,22475,38156,69,0,46,0.3194
cetd,0106b8018122b89693143deecc79ff181ee746977cae69faf46cf7a51238c775,0.893976,59,5,2218,2502,5,0,14,0.0704
cetd,ac262163545f324ea5bd607ee2457826caf9c620986e3126a2182792ee1efcba,0.873778,133,29,5846,6062,24,5,32,0.1580
cetd,3315012217a55bc90a557b74e7884ed7c23f53bccdafdfe56cd2d97efe759762,0.856103,121,24,4160,4156,21,3,25,0.1359
cetd,bab66366fe53c6ed4f063505281982ea647743091fd3da1a06f00b558d2d2326,0.672029,78,7,1805,1088,6,1,22,0.1305
cetd,a6c28c287c6a42754aa02733b164e2cf4dbe5a82211ed89cfaea6bad460512e5,0.738081,156,47,7643,6950,40,7,42,0.2239
cetd,3466077170a0b327b3b1adabd3e58b440bb7325df1d3ff7a63a4c1a7b9f2d899,0.832877,93,16,1985,2001,15,1,10,0.1341
cetd,984d7f301bfd4c53fcdf52b4146b915c30283d913cce63af9275ad2f6018f919,0.258985,131,18,2138,10490,18,0,86,0.1931
cetd,65315284715ab21d5d1af7de50267afb65cfc60df9a69fadee29970492d4fe61,0.841289,50,18,2443,2086,10,8,2,0.0742
cetd,7c0964514efd28ae5cffc39561f45c18f2122056f631c7428108224ea79747af,0.777914,50,15,5816,5548,13,2,5,0.0756
cetd,d56fc1d6ad7cd15a599b96b925ee16f61b63cf91e3450fdb92418851ac6467a7,0.812785,236,145,58299,53387,142,3,42,0.7140
cetd,004898ee62c13fb02dc731dcd1c085c16eb65fcac79096783d5e20229daebd37,0.760820,95,25,3425,2709,18,7,3,0.1391
cetd,6cce9b712c00feb28d92a0a840e30fde98519f06ab1475fb417388abd51bfe22,0.932391,94,33,9684,9281,30,3,12,0.1161
cetd,7522ba0017f351640a4cfbf3366a88728e86a893cebc2238d310638721913bc1,0.763450,538,314,100348,113600,314,0,165,1.0646
cetd,2c2fb5fed0fa80c517cedb4f5051ec7789c8d0362400de7fb2bc0f3b782dd4cb,0.776913,635,321,103230,123271,321,0,251,1.3463
cetd,df6b353e04e10a71ba9111703c5061c9008500446f52ff9ae2c825e621975174,0.851775,107,14,3779,3668,9,5,15,0.1656
cetd,02c3c117c6d0dfec49ab8070db3ee599a1f58d26f18dd03fc7eec5572fcf9eb1,0.755934,106,29,2913,2617,26,3,27,0.1162
cetd,c244b2db2d43800defeba80abbbea8eb2fb3a0a3b06ea114554468bc8422a4ef,0.875996,129,38,6215,5570,33,5,25,0.1882
cetd,2d9080a3a51677dd3c8b907e2be400fe74802f7933e6230eff9cd70fe575043b,0.696897,33,8,1654,2736,7,1,10,0.0539
cetd,14ddbd134e024d911f540ea18717a885f29d8569dd386d2ff3e3c53aaa806bd6,0.899191,123,17,4202,3862,13,4,43,0.2059
cetd,a4134cbe522671ca7ffdbdeed739fcaf53679f215bf943b502abb6a012efd183,0.849815,55,26,6490,5223,16,10,3,0.0784
cetd,f961ceadf73862f926659921070122192f4e29aa6922115e43c3a40669f794ea,0.916138,62,17,7241,7891,17,0,20,0.0830
cetd,6e664b9797b6aba219370ef110d44ddd47f5f1afb1c8c1751c4b08a6462d6acd,0.664812,176,53,8064,6530,41,12,29,0.3204
cetd,de9d7bf98fa6164f1fadccb3d7e9a2197228f03b53f2444fd3d0b4ebfdac9006,0.884834,118,32,5998,5670,26,6,20,0.1418
cetd,a367653022b4a93b2e7413825a277d82bf738844439547d726008bd6d209f003,0.464629,36,5,931,2325,4,1,14,0.0641
cetd,9fd0d0297a078a3c3ee84685baf6b89394ff54c38070b4cdedc528e8a5bea544,0.929403,222,111,33954,33526,105,6,50,0.2561
cetd,4b2eaf17d435e04416ecefeedd08995a6e94537c830404021eed10fe1202a92b,0.795820,246,122,35267,38870,122,0,106,0.6927
cetd,184682fc4563bce4846488f40a77f69c00f6f7845fa92f20db68895473dc8a9f,0.887285,124,25,5086,5075,21,4,34,0.1449
cetd,7f0b06c6cd2e9af3d38c9be5441d3a217c9519a43992106af11485c020d5efd8,0.802782,430,244,74215,81495,244,0,143,0.7921
cetd,108985cf60f5c36ba3338c985a17b44c43a07a570f24dcdb6a1caafe6f2483fa,0.921193,103,32,8246,7514,21,11,17,0.1166
cetd,bd8c0f46b75d640ba5d713637f8f386812476818ece5eb32974b0d628722c680,0.883761,67,25,5974,6048,22,3,15,0.0953
cetd,9b30b9af39b4da155b67edfac9a1bc6ed7defdc416bfbf8fd70362d043a8c9fa,0.859102,62,27,6785,5654,19,8,5,0.0862
cetd,ab28c201c8975e3c3436b0dae3e13a74cc0fa125af852774d17d0bfe353c24c5,0.924242,58,24,8949,8652,23,1,15,0.0797
cetd,fd9bdb7eb074d20d8b609639c1a40d25748231dd7641fe73e0b7cdf310c7f661,0.877078,55,22,5392,5154,14,8,6,0.0777
cetd,0b41938e4f74707cc97236787dfaa87ab10f64f6ce5395a5cfcc59a2f0487970,0.889291,115,22,4180,3913,20,2,17,0.1705
cetd,3c60eb71fec8a43eb5a0b162a6e4251f41cc511d93bebc09bd3e1c5d56346030,0.829644,113,37,5997,5221,33,4,18,0.1371
cetd,2fe81a841f451a051cc70bf80ac2df2366024bac6da2964f9c5e9453f34bc75a,0.702315,268,106,23139,19531,96,10,82,0.3766
cetd,798e26e5ac44dc1bf0517b4708b91bbce60787a1e109efd148d7a1b3b439a1ae,0.766624,46,7,3160,3173,6,1,11,0.0691
cetd,1224d529f2aabb02a873748bb244fa22ca7696fe854d42ee197c319f18f5f391,0.923006,85,26,11603,12198,23,3,28,0.0946
cetd,8b53c551b09797cc94dd900b7cfda23783a50feb29d2904d7f9704d74b4ea282,0.738136,105,26,3727,2737,14,12,13,0.3762
cetd,49a957d70f59dd1ace14b2bf7e6e1a8d5ae5c2e0bfe7c1eec1fa6e7682042e3b,0.855455,178,40,6015,6167,38,2,21,0.1606
cetd,0490dd2af925282cfab9ee1db8c93aeea1a585a0c5c2744c59ac7ca2b5864199,0.802473,108,35,5106,4564,25,10,18,0.1721
cetd,51c77f87e00e81c88ebf5c79fa2ea54f19a9d5929c1b21f7cbc58aa37102aa12,0.779548,54,20,3328,3709,14,6,12,0.0776
cetd,2dc5b684f3bc778f4c94e21a7ad82168eabbf9f9f030782cd2fbc11b85dca729,0.741724,239,148,48992,52161,148,0,73,0.4864
cetd,b8f90c9cf1e58b300519652658c83e3399e0d83350dada3bcd991839bdc5777a,0.724221,57,19,1968,2186,15,4,7,0.0744
cetd,1aa948ee5e8a0d9a47b87c5233032f241676386a88fec84dbc8ffc1519ea5fb3,0.564417,145,70,18347,34889,70,0,59,0.2630
cetd,bd55557b2e12ca77ec4e76d58350f0e65ad66383a9c86270e9dff8247540408c,0.920194,101,26,6115,5629,19,7,20,0.1160
cetd,546e6805964cce20961e33d73a5ee048e2ec1500f8831c00bd7e19631010c434,0.821770,69,21,7224,8705,19,2,13,0.1050
cetd,98bc57b53aeea6a6339d2c9b63d26bee33037c0d3b9a7c5f379f67846da7e194,0.873747,127,25,4969,5190,24,1,33,0.1468
cetd,30586d4da0210fd1a12568b559d922318f7da560fc7b41ca8d8a745309f24c81,0.640628,164,57,7524,6349,50,7,41,0.2476
cetd,33f70be1d801c8e0fc572ca753acb904cdc517b599343ef22994a19df1eb92ec,0.952061,73,25,12051,12010,22,3,14,0.0899
cetd,a735de7765e71458386ced02fa88576f473c27a38ec190610bd3de5d15e291a1,0.763421,105,40,5058,5134,36,4,33,0.1404
cetd,107ebc9dd5a265caa4f232d04866bad25bea181dcab77b908df50a2e96c78ab9,0.817921,118,30,4260,4250,28,2,47,0.1353
cetd,7c93949554cfb6b4733adf208233fd5f88cf1649acd030454d87640a531f8190,0.931669,60,22,8900,8757,22,0,15,0.0863
cetd,b7478e14314579c2188796a07193e83797c56eed81fcef8c4351ab542cc677d9,0.862731,111,24,4155,3882,20,4,20,0.1299
cetd,0a8eeabc2d8126c768e21a834d89ef04619cd0126633d6c874a859c71e412712,0.763932,157,47,6213,6029,40,7,50,0.2171
cetd,41b5412f3c020c054ac431586e685fdab6c04b03b700a64bbc06e4fd5c60a27b,0.823151,128,16,2850,2981,15,1,24,0.1341
cetd,95e06c7c9b6a05ab056abe594542543dd8fed01441e6e2ebc3bdee19ebb7d585,0.587041,87,17,2549,3574,14,3,26,0.1193
cetd,c3b418f2cd41475ab8ce8078baad0f66cdecf369d85e4ea2164f2a32f9775db5,0.480706,85,25,3623,6013,25,0,38,0.1096
cetd,011604e6498be280d40fc4aab31cce28db3623fd7989cd27734bdafc95c7ffed,0.870299,81,42,9746,8666,33,9,14,0.1046
cetd,458af1632cca757df917abb0534e59f3c1b3ee440511008ffcb2f79a2ef52292,0.737589,111,31,4831,5521,28,3,47,0.1415
cetd,730eeeb4128dd29daae92732894c4da0d368362f26b3bab5a2d844cb9b99325a,0.651711,88,24,2492,2577,21,3,25,0.1208
cetd,87f6530848c9576397b4fab57920656de94a95150e0eb22c1881eb6fc6c3bd8d,0.809179,83,17,2012,2455,17,0,20,0.1155
cetd,73b829a67f1680d32d16c9680f7b3af1c2a0f1bcfcb10811d3f85cfc2c34b191,0.082969,38,4,209,2218,4,0,16,0.0630
cetd,b6c5829ab98e3b6e62943f3a73ddc4dddddeb5314290d4a3a7a228e2f9266dbb,0.826332,30,11,2298,2300,11,0,6,0.0475
cetd,36ec49e19d2d9fd2ac728fb959538f771d235bbb6dba8daff491cf696a37eead,0.908430,81,25,10450,9572,20,5,9,0.1120
cetd,ea759b4f30a862bf73143bb9776e0ea46c0e08c07dc6fb00e3ae2d204ea74c03,0.895706,53,18,3528,3339,9,9,4,0.0775
cetd,5a8978e2ba08d6b739d75ce29940296009d29e99dafe3f4dc57be1e6ee36b10c,0.782193,147,26,4180,3762,22,4,13,0.1347
cetd,2b741a5126459c3910454e18d2aa6bc751f1677de1eabe89d291225647d40d1c,0.419801,130,23,7933,19908,21,2,89,0.3544
cetd,ac929c0c0a783b795044c852f6a44500d6939456320c364be85c4e5e9e811030,0.909747,63,22,6174,6178,17,5,10,0.0860
cetd,0142c003e975a80f42718a8942336b5322493aec272f670b994bd7d3ad658ac7,0.906004,91,27,8422,7972,22,5,18,0.1167
cetd,640020951bb517f1a4f881a0cc550d1e3f87b36e5f6054cc95f560e3c59193b0,0.776433,167,49,8372,7800,45,4,49,0.2414
cetd,004d345c9aa92494303c3e778d45a813883b0652379becef19c936d039ead8ce,0.559539,82,16,2028,2290,13,3,29,0.1169
cetd,d108d12e01a42f3e76045d74ea5be91689b8abb288676b148ab715c32bd519fa,0.873669,131,21,4787,5494,20,1,47,0.1518
cetd,e0623d11ff4c6785a40ff43d1291833db3b38626fbdd11d304af6c2c919ba834,0.705831,154,38,5947,6378,32,6,44,0.2137
cetd,f5864ee9fa564345cee8ebaeb05ee2051c57bb1ac3318dd92edfd0c60f8f52af,0.816376,118,36,4311,4187,36,0,33,0.1303
cetd,dfc3e11e4c932f3071d620682cdc271e99e7c510cf80d4630ee11ea2afe3fbb8,0.850224,120,33,6185,5528,29,4,23,0.1366
cetd,468f05f2fd77eabea26ee23b4a9295991c4202e83a0fbccafbba8cfa42bb0eac,0.896381,135,35,7730,7883,33,2,34,0.1607
cetd,3ee73a507773aaa82a4e1b2b82c0fe15a5498d240e1e3962826c67e30e39b43c,0.630092,185,38,3647,6051,35,3,75,0.2342
cetd,9e565f3c60d2c0dd4d919be661e9fa07ad7617abb142091b43e6d4e57abc8da4,0.843889,145,27,5406,6446,27,0,47,0.1608
cetd,a1c05978ba9c0172f7be37bc431f0666dc99024b85a24708776deb06283f95bb,0.852507,300,126,23498,30545,122,4,133,0.3561
cetd,0be11b6885c0a147b51a7961c401f763fddfaa0b1eeec2e218b6d5bc49e96786,0.824986,285,75,14329,13306,55,20,67,0.2636
cetd,04f82fa4413318dbbb5fd48145af13e0c353714422718f642225946875d3ab95,0.645669,84,29,5321,8226,29,0,23,0.1272
cetd,bd97c0326836da67681bd32e2c99f5ce43e43d6d7d467b7589d866e5b672594a,0.813364,95,14,2208,2382,10,4,20,0.1319
cetd,6b5d48455bfd34909d602bf5ff3db7904c438395c956605f035b6b378e84b192,0.761858,108,25,2551,3148,25,0,30,0.1401
cetd,1c661f819efc701b11a748598b7a7150ab6443664fb9e3312dfb1ffaa68c8c59,0.902401,52,19,3954,3689,9,10,6,0.0758
cetd,d4a4b3780279c81287cab79c15d66b1935fe74b9572a8efa6a31a3940856b3ce,0.881079,77,46,11876,10623,36,10,9,0.1052
cetd,bb07f081f69d5eb8ba428eaa49e49f045927d9722cb620c82ff958dee9eb461c,0.732425,159,44,5894,6879,40,4,48,0.4784
cetd,2fe50a7555d1f6b4eb9a0bcac42aaf724de23d27a180ef66c436b46baf1b5bfc,0.792656,168,59,9997,9953,52,7,57,0.2409
cetd,364d13d0aa43b251a180e3bb8e2f683dd3a9940219d26737cf5d1d4bdb40757a,0.901182,89,38,10111,10753,34,4,14,0.1119
cetd,c1b34b227e841eb66ea0cde1213083fdd8a6897e31e5e14d33aed7d633ead0fe,0.753007,123,31,5438,3921,23,8,23,0.1780
cetd,ede347de5781c5c0b71aabea494379c1df2a77efcad05d41816ab880a89cb88b,0.868474,66,28,7492,6342,19,9,6,0.0921
cetd,436ebd2add0d1af7e14cb4de1a73b2c6fd97db243e83dc90c8ef71f8e0a79275,0.704828,115,13,1653,2595,13,0,35,0.1451
cetd,f9ff7ea6717ee8fd924575e712b0490647f66acc35357e9123ddc8b95a3eb878,0.713195,93,26,3445,4186,24,2,23,0.1238
cetd,cb06e64346cf3722c6cb1dd35f49675a8c669ab26d50f0f3eea5bd182c632109,0.506273,348,170,40332,85576,168,2,128,0.7263
cetd,a636e154169c40b4b1c284e884fcc9d9a2411f747cc01713b6eb814837f39e5e,0.755490,147,62,8590,7899,55,7,32,0.1959
cetd,90f2a170f4b84ac86c47fc2e485a13488acce42f317fdbd691ccf1fa3f54af14,0.235945,50,5,428,2575,5,0,11,0.0934
cetd,30f5c8e71cdcc7fb7b7f5850846465c1637b036d18610a63fc104a51d927cbb1,0.554434,118,33,8020,14949,33,0,65,0.2004
cetd,9a6f020062bd91a84f737985745134a7bc9113b78d128ba272d8d8ff920eda32,0.444980,130,37,3502,7787,37,0,64,0.1518
cetd,654f2941e6b336a4265ddbeeb108347cfcdc8719623de7c4003432aa1ca4b3e0,0.558364,241,45,4776,2214,17,28,41,0.2937
cetd,7c6a965893f23793423ca534aa6642f391a17816674729d6f27982d0297893ce,0.745120,122,8,2086,2635,8,0,35,0.2081
cetd,54eefb28f0ac496d350fe072296724ac73ccf9b6d814f69c5ff6702a592fdddf,0.921908,84,30,12782,13280,27,3,22,0.0995
cetd,60e531b8be71a11e0fa5605428c42235c72d0acff5b80abf52749c01071a7a98,0.652291,86,15,2041,1229,11,4,4,0.3731
cetd,d490a95b023b81cd7a57263129a0ad34e5643bf5037fab06e037a3d8119d3920,0.821018,137,45,9088,8696,44,1,32,0.1604
cetd,c0828bcaf687284f592a7074e30b9dbf396dd37809e90a1ac4961a3de9d2ecdb,0.767152,83,28,4839,5491,28,0,23,0.1076
cetd,984e34c5dee5bc701a26b5c9597ad6e04b195e663787b7d0c7dad5bd3c3d3134,0.874781,115,19,3908,4166,16,3,19,0.1380
cetd,8ead024f916a943ba0371c75f079a832505407ca4a0031c359bc7ce1127fd525,0.851837,114,14,3035,3534,13,1,23,0.1306
cetd,0793379985a690d53b7a038585655cfb7c5d12a0695b48be80b3b9fc5e8f23e1,0.742099,106,17,1853,2456,15,2,26,0.1234
cetd,f747c2a745a3851454bb45cecd8e2fdc22847ac2d640bd8d7548d48a10ec252f,0.687160,133,35,3457,3036,27,8,35,0.1992
cetd,f9524ec5e4b6378be592134250e8068f3f36f93d83cca31e151d936c6010a386,0.778020,171,51,7092,7254,44,7,49,0.2618
cetd,997730e31a3f05e8a8e30a8222c3e278d5eb219bd57811bcb902933798b21018,0.827260,151,101,32042,34250,98,3,13,0.2552
cetd,dbd8cded69fbe0626974f13790879c1b9d805e265513fc19b710673e72128f14,0.772924,57,15,3147,3713,12,3,19,0.0772
cetd,ed9d206588bb0af3951cbf5e7d10459b7836ad8771cd842c9e770a5a2ea1042b,0.646526,96,15,1674,3002,15,0,37,0.1207
cetd,1a807bc2ebebdd03cff42f2d60f92a1af1fa581a4aaa3cecd47acbc1235e6327,0.814855,248,27,5233,4732,19,8,51,0.3005
cetd,053c92611f9deb146f8e66463ebfca06c20131f26b55f958599f74117f571c3e,0.659649,237,129,22749,30123,129,0,83,0.4070
cetd,899254f36671e37c75574c71a8e381cad3f1b96dcdd6daaeb750c4a1dca4dc2c,0.518519,138,56,19865,44471,55,1,67,0.3042
cetd,640e917343e986aefe53eed2bdf71bea16b5cad4c74b9ce22e96b625f2c1be3f,0.629145,68,19,2510,3413,16,3,17,0.0925
cetd,4dbe0e910e71f74f954303da0b768146bd0417b2df349f997d7f2fe70449aab2,0.492714,74,16,2953,6941,15,1,37,0.1177
cetd,e3bc53bfd946e6c08949d4858f3e28b0df50ba13ea14c87bbad34c13ece00032,0.821319,54,20,3396,3434,16,4,12,0.3300
cetd,8dcfc28273bb8a6e6ac6222c3e2f4b745ca0d1f5649bada22058741be5e01563,0.706727,291,143,36462,47627,141,2,91,0.5116
cetd,1f25d3fd3813f970a0bc513c7ce5ee5e810e9da79540949b28acd22a44837a0c,0.767020,213,78,14319,16563,72,6,65,0.3001
cetd,49537ebfd28d85668883bd26f6531bd8a7e1f3d560574c92afd675bcfd9fbdef,0.849095,111,19,2636,2461,16,3,12,0.1441
cetd,2fc3183122ff7b0c78ff18475a675da32e0040b590468d6e521a719fbafc16f8,0.866406,133,36,6941,7320,33,3,31,0.1577
cetd,ade9eb39b21672a35f8972c8795ae91acc0445d27c9d11bad156c02e2756df53,0.784452,55,23,4920,3834,17,6,5,0.0798
cetd,832bfc7f829afad470bc6b1f97271cfae34e02cf62be3eaffefbd927a96ef162,0.704444,89,35,3530,3355,28,7,13,0.1197
cetd,342c1c1599a0064f81d39f50dbe97a540dd8972fac5e48957f3deb269a076fad,0.744666,94,43,6529,4572,35,8,19,0.1395
cetd,c76dfe1d4fbfdc3dadb77943c86310232d046c57ab3970082b74635f8e6ede2f,0.736486,43,18,2981,3949,17,1,11,0.0653
cetd,1ea773b70be085e037f406bdce80e9fd7828b8c486ebff0ead02773725147c73,0.687716,245,118,28336,39484,116,2,87,0.4318
cetd,22684e6e63cf73f6110917dae4c00a1bda1980fbcf24c940ef4eedf07c1306f2,0.883110,174,51,14823,14149,43,8,55,0.1988
cetd,0e6c781d32060d70ec116c44a5be2d21403b02258b9994fd50f4ffbcd2b844b9,0.855984,79,12,2082,2048,7,5,9,0.0997
cetd,676fd63f783d40fc79d5e40d1db3426c944b6e1d15bf421827f31e81725f8f4a,0.705565,62,19,3464,4985,13,6,9,0.0902
cetd,9b1059623e868c32d43fa5223d1fcb1a96fbfe74a49ef058d587be1f30b205c8,0.197839,71,9,1295,8861,9,0,44,0.1230
cetd,d957ccd5eccc6dc839fce2d3fadcd91d7cea2edd4a2ed76aa1860e1a42517a6d,0.864865,129,42,7515,7370,38,4,18,0.1595
cetd,bbf110556c290b7a79f4e732b7b2f2f9f61afea828b86657532aa499adf4fa31,0.747792,224,123,38370,48557,123,0,86,0.6469
